home,away,ft
Dallas Stars,Toronto Maple Leafs,"[3, 5]"
Minnesota Wild,Florida Panthers,"[1, 6]"
Anaheim Ducks,Winnipeg Jets,"[3, 2]"
Columbus Blue Jackets,New Jersey Devils,"[4, 2]"
Tampa Bay Lightning,St. Louis Blues,"[3, 1]"
Philadelphia Flyers,Los Angeles Kings,"[3, 7]"
Chicago Blackhawks,Seattle Kraken,"[3, 1]"
Vegas Golden Knights,Vancouver Canucks,"[3, 1]"
San Jose Sharks,Colorado Avalanche,"[2, 4]"
Washington Capitals,Carolina Hurricanes,"[3, 1]"
Detroit Red Wings,Montreal Canadiens,"[3, 4]"
Buffalo Sabres,Toronto Maple Leafs,"[3, 6]"
Dallas Stars,New York Rangers,"[1, 3]"
Minnesota Wild,Utah Mammoth,"[1, 2]"
Anaheim Ducks,Colorado Avalanche,"[2, 4]"
Calgary Flames,Chicago Blackhawks,"[6, 4]"
Toronto Maple Leafs,New York Islanders,"[3, 6]"
Winnipeg Jets,Minnesota Wild,"[5, 0]"
Boston Bruins,Buffalo Sabres,"[3, 1]"
New Jersey Devils,Pittsburgh Penguins,"[3, 0]"
Montreal Canadiens,Detroit Red Wings,"[5, 1]"
Vegas Golden Knights,Seattle Kraken,"[6, 2]"
New York Rangers,Carolina Hurricanes,"[1, 3]"
Tampa Bay Lightning,Florida Panthers,"[2, 4]"
Washington Capitals,Los Angeles Kings,"[3, 1]"
Colorado Avalanche,Seattle Kraken,"[5, 2]"
Edmonton Oilers,Ottawa Senators,"[3, 1]"
New Jersey Devils,New York Rangers,"[5, 0]"
Toronto Maple Leafs,Winnipeg Jets,"[2, 5]"
Boston Bruins,Washington Capitals,"[4, 1]"
Columbus Blue Jackets,Montreal Canadiens,"[5, 4]"
Detroit Red Wings,St. Louis Blues,"[0, 4]"
Florida Panthers,Tampa Bay Lightning,"[0, 4]"
Pittsburgh Penguins,Philadelphia Flyers,"[7, 3]"
New York Islanders,Buffalo Sabres,"[1, 7]"
Minnesota Wild,Chicago Blackhawks,"[4, 3]"
Nashville Predators,Carolina Hurricanes,"[5, 2]"
Utah Mammoth,Dallas Stars,"[2, 3]"
Vancouver Canucks,San Jose Sharks,"[4, 3]"
Vegas Golden Knights,Anaheim Ducks,"[3, 1]"
Buffalo Sabres,Chicago Blackhawks,"[6, 2]"
Columbus Blue Jackets,Boston Bruins,"[6, 2]"
Detroit Red Wings,Toronto Maple Leafs,"[2, 5]"
New Jersey Devils,Carolina Hurricanes,"[4, 2]"
St. Louis Blues,Nashville Predators,"[7, 4]"
Utah Mammoth,Colorado Avalanche,"[1, 4]"
San Jose Sharks,Vegas Golden Knights,"[3, 6]"
Florida Panthers,Montreal Canadiens,"[0, 4]"
Anaheim Ducks,Philadelphia Flyers,"[1, 3]"
Boston Bruins,Columbus Blue Jackets,"[4, 0]"
Carolina Hurricanes,New Jersey Devils,"[5, 2]"
Tampa Bay Lightning,New York Rangers,"[6, 2]"
Toronto Maple Leafs,Washington Capitals,"[2, 5]"
Winnipeg Jets,Ottawa Senators,"[4, 2]"
New York Islanders,Pittsburgh Penguins,"[6, 3]"
San Jose Sharks,Calgary Flames,"[1, 3]"
St. Louis Blues,Buffalo Sabres,"[2, 4]"
Anaheim Ducks,Edmonton Oilers,"[5, 3]"
Detroit Red Wings,Washington Capitals,"[4, 2]"
Tampa Bay Lightning,Montreal Canadiens,"[2, 5]"
Pittsburgh Penguins,New York Islanders,"[3, 2]"
Minnesota Wild,Ottawa Senators,"[1, 3]"
Vegas Golden Knights,Calgary Flames,"[3, 0]"
Chicago Blackhawks,Dallas Stars,"[1, 5]"
Los Angeles Kings,Philadelphia Flyers,"[5, 4]"
Florida Panthers,New York Rangers,"[5, 3]"
Winnipeg Jets,Nashville Predators,"[3, 0]"
Seattle Kraken,Utah Mammoth,"[5, 2]"
Washington Capitals,Boston Bruins,"[3, 1]"
Toronto Maple Leafs,New York Islanders,"[3, 1]"
Vegas Golden Knights,Montreal Canadiens,"[2, 3]"
Chicago Blackhawks,St. Louis Blues,"[2, 6]"
San Jose Sharks,Philadelphia Flyers,"[0, 4]"
Minnesota Wild,Nashville Predators,"[5, 3]"
Detroit Red Wings,Pittsburgh Penguins,"[4, 2]"
Dallas Stars,Buffalo Sabres,"[4, 2]"
Colorado Avalanche,Winnipeg Jets,"[5, 2]"
Anaheim Ducks,New Jersey Devils,"[3, 2]"
Calgary Flames,Vancouver Canucks,"[3, 1]"
Edmonton Oilers,Utah Mammoth,"[4, 1]"
Los Angeles Kings,New Jersey Devils,"[3, 0]"
Columbus Blue Jackets,Detroit Red Wings,"[4, 5]"
Florida Panthers,Carolina Hurricanes,"[1, 3]"
New York Rangers,Boston Bruins,"[2, 1]"
New York Islanders,Toronto Maple Leafs,"[1, 2]"
Dallas Stars,Ottawa Senators,"[4, 2]"
Calgary Flames,Utah Mammoth,"[3, 5]"
Vegas Golden Knights,Philadelphia Flyers,"[5, 2]"
San Jose Sharks,Tampa Bay Lightning,"[2, 1]"
Chicago Blackhawks,Montreal Canadiens,"[4, 2]"
St. Louis Blues,Ottawa Senators,"[4, 0]"
Edmonton Oilers,Anaheim Ducks,"[3, 2]"
Vancouver Canucks,Nashville Predators,"[0, 3]"
Washington Capitals,New York Rangers,"[7, 4]"
San Jose Sharks,New Jersey Devils,"[3, 2]"
Winnipeg Jets,Detroit Red Wings,"[2, 4]"
Carolina Hurricanes,Minnesota Wild,"[0, 4]"
Columbus Blue Jackets,St. Louis Blues,"[6, 4]"
Toronto Maple Leafs,Boston Bruins,"[6, 4]"
Los Angeles Kings,Tampa Bay Lightning,"[2, 1]"
Calgary Flames,Nashville Predators,"[1, 4]"
Seattle Kraken,Edmonton Oilers,"[2, 4]"
Vegas Golden Knights,Buffalo Sabres,"[3, 1]"
Chicago Blackhawks,New York Rangers,"[2, 6]"
Anaheim Ducks,Tampa Bay Lightning,"[4, 1]"
Colorado Avalanche,Florida Panthers,"[3, 1]"
Seattle Kraken,New Jersey Devils,"[2, 3]"
Tampa Bay Lightning,Carolina Hurricanes,"[3, 2]"
Boston Bruins,Edmonton Oilers,"[0, 4]"
Philadelphia Flyers,Toronto Maple Leafs,"[2, 3]"
Minnesota Wild,St. Louis Blues,"[6, 4]"
Winnipeg Jets,Nashville Predators,"[5, 2]"
San Jose Sharks,Vegas Golden Knights,"[2, 4]"
Chicago Blackhawks,Colorado Avalanche,"[3, 1]"
Utah Mammoth,Florida Panthers,"[1, 4]"
Columbus Blue Jackets,Seattle Kraken,"[6, 2]"
Ottawa Senators,Buffalo Sabres,"[0, 4]"
Philadelphia Flyers,Dallas Stars,"[1, 4]"
Pittsburgh Penguins,Edmonton Oilers,"[5, 3]"
Tampa Bay Lightning,Boston Bruins,"[4, 1]"
Carolina Hurricanes,Toronto Maple Leafs,"[6, 3]"
St. Louis Blues,Anaheim Ducks,"[6, 2]"
Minnesota Wild,Colorado Avalanche,"[1, 6]"
Vegas Golden Knights,New York Islanders,"[0, 4]"
Carolina Hurricanes,Vancouver Canucks,"[2, 0]"
Detroit Red Wings,Chicago Blackhawks,"[5, 3]"
Utah Mammoth,San Jose Sharks,"[2, 1]"
Buffalo Sabres,Seattle Kraken,"[2, 6]"
Pittsburgh Penguins,Ottawa Senators,"[0, 5]"
St. Louis Blues,Columbus Blue Jackets,"[1, 2]"
Winnipeg Jets,Colorado Avalanche,"[3, 0]"
Toronto Maple Leafs,Vancouver Canucks,"[0, 3]"
Philadelphia Flyers,Anaheim Ducks,"[6, 0]"
Chicago Blackhawks,Edmonton Oilers,"[3, 4]"
Nashville Predators,Washington Capitals,"[1, 4]"
Utah Mammoth,New York Islanders,"[1, 2]"
Calgary Flames,Los Angeles Kings,"[2, 1]"
San Jose Sharks,Minnesota Wild,"[1, 3]"
Vegas Golden Knights,New York Rangers,"[1, 2]"
Detroit Red Wings,Seattle Kraken,"[6, 2]"
Ottawa Senators,Dallas Stars,"[3, 2]"
Pittsburgh Penguins,Tampa Bay Lightning,"[2, 5]"
Vegas Golden Knights,Minnesota Wild,"[4, 1]"
Philadelphia Flyers,Florida Panthers,"[4, 3]"
Chicago Blackhawks,Calgary Flames,"[2, 5]"
Edmonton Oilers,Los Angeles Kings,"[1, 0]"
Washington Capitals,Anaheim Ducks,"[3, 0]"
Toronto Maple Leafs,Dallas Stars,"[1, 4]"
Pittsburgh Penguins,Seattle Kraken,"[2, 4]"
Detroit Red Wings,San Jose Sharks,"[3, 6]"
Boston Bruins,Tampa Bay Lightning,"[6, 2]"
New York Islanders,Ottawa Senators,"[0, 2]"
Nashville Predators,Vegas Golden Knights,"[5, 3]"
St. Louis Blues,Calgary Flames,"[2, 1]"
Winnipeg Jets,Vancouver Canucks,"[6, 1]"
Utah Mammoth,Montreal Canadiens,"[3, 5]"
Buffalo Sabres,Carolina Hurricanes,"[4, 2]"
Minnesota Wild,Edmonton Oilers,"[3, 5]"
Columbus Blue Jackets,San Jose Sharks,"[4, 1]"
Florida Panthers,Detroit Red Wings,"[2, 5]"
New York Islanders,Philadelphia Flyers,"[3, 5]"
Dallas Stars,Montreal Canadiens,"[1, 3]"
St. Louis Blues,Calgary Flames,"[4, 1]"
Winnipeg Jets,Seattle Kraken,"[2, 1]"
Utah Mammoth,New York Rangers,"[3, 5]"
Colorado Avalanche,Edmonton Oilers,"[3, 4]"
Vancouver Canucks,Los Angeles Kings,"[1, 5]"
Buffalo Sabres,Pittsburgh Penguins,"[2, 5]"
Carolina Hurricanes,Vegas Golden Knights,"[3, 2]"
New Jersey Devils,Philadelphia Flyers,"[1, 3]"
Colorado Avalanche,Dallas Stars,"[6, 3]"
Florida Panthers,Anaheim Ducks,"[3, 0]"
Winnipeg Jets,Calgary Flames,"[1, 3]"
Washington Capitals,Pittsburgh Penguins,"[4, 1]"
Tampa Bay Lightning,Detroit Red Wings,"[5, 1]"
Montreal Canadiens,Toronto Maple Leafs,"[3, 7]"
New York Islanders,San Jose Sharks,"[4, 1]"
Chicago Blackhawks,Vegas Golden Knights,"[5, 3]"
Nashville Predators,Minnesota Wild,"[6, 2]"
Utah Mammoth,St. Louis Blues,"[4, 2]"
Seattle Kraken,Los Angeles Kings,"[4, 2]"
Vancouver Canucks,Edmonton Oilers,"[3, 2]"
New Jersey Devils,Ottawa Senators,"[1, 2]"
Dallas Stars,Detroit Red Wings,"[4, 1]"
Boston Bruins,San Jose Sharks,"[6, 3]"
Colorado Avalanche,Minnesota Wild,"[1, 3]"
Seattle Kraken,Buffalo Sabres,"[6, 4]"
New York Islanders,Columbus Blue Jackets,"[3, 1]"
Toronto Maple Leafs,Tampa Bay Lightning,"[5, 3]"
Utah Mammoth,Winnipeg Jets,"[5, 2]"
Los Angeles Kings,Pittsburgh Penguins,"[1, 5]"
New York Rangers,Ottawa Senators,"[5, 0]"
Montreal Canadiens,Tampa Bay Lightning,"[3, 2]"
Nashville Predators,San Jose Sharks,"[7, 5]"
Dallas Stars,Carolina Hurricanes,"[1, 2]"
Edmonton Oilers,Washington Capitals,"[2, 3]"
Anaheim Ducks,Florida Panthers,"[2, 5]"
Vancouver Canucks,Buffalo Sabres,"[2, 3]"
New Jersey Devils,Boston Bruins,"[5, 1]"
Toronto Maple Leafs,Columbus Blue Jackets,"[1, 5]"
Los Angeles Kings,Florida Panthers,"[2, 1]"
New York Rangers,Philadelphia Flyers,"[6, 1]"
Boston Bruins,Ottawa Senators,"[2, 0]"
Detroit Red Wings,Montreal Canadiens,"[4, 2]"
Carolina Hurricanes,Columbus Blue Jackets,"[7, 4]"
Minnesota Wild,Utah Mammoth,"[0, 4]"
St. Louis Blues,Vegas Golden Knights,"[2, 4]"
Calgary Flames,Buffalo Sabres,"[5, 2]"
Edmonton Oilers,Vancouver Canucks,"[6, 2]"
Anaheim Ducks,Pittsburgh Penguins,"[5, 1]"
Seattle Kraken,Washington Capitals,"[0, 3]"
San Jose Sharks,Nashville Predators,"[5, 6]"
Dallas Stars,Vegas Golden Knights,"[4, 3]"
New York Islanders,Philadelphia Flyers,"[3, 1]"
Winnipeg Jets,Utah Mammoth,"[5, 2]"
Boston Bruins,Colorado Avalanche,"[3, 1]"
Edmonton Oilers,Buffalo Sabres,"[3, 2]"
Seattle Kraken,Pittsburgh Penguins,"[4, 1]"
St. Louis Blues,Dallas Stars,"[0, 2]"
Ottawa Senators,Toronto Maple Leafs,"[2, 1]"
Minnesota Wild,Calgary Flames,"[4, 5]"
Detroit Red Wings,Tampa Bay Lightning,"[2, 0]"
Anaheim Ducks,Nashville Predators,"[5, 2]"
San Jose Sharks,Florida Panthers,"[2, 7]"
Vancouver Canucks,Washington Capitals,"[2, 1]"
New York Rangers,Colorado Avalanche,"[4, 5]"
Ottawa Senators,Utah Mammoth,"[3, 1]"
Winnipeg Jets,Calgary Flames,"[5, 2]"
Chicago Blackhawks,Minnesota Wild,"[2, 4]"
Vegas Golden Knights,Florida Panthers,"[4, 1]"
Detroit Red Wings,Los Angeles Kings,"[5, 2]"
Philadelphia Flyers,New Jersey Devils,"[4, 2]"
St. Louis Blues,Vancouver Canucks,"[2, 5]"
Edmonton Oilers,Seattle Kraken,"[4, 2]"
San Jose Sharks,Pittsburgh Penguins,"[2, 1]"
Buffalo Sabres,Boston Bruins,"[7, 2]"
Montreal Canadiens,Winnipeg Jets,"[1, 4]"
New York Rangers,Carolina Hurricanes,"[0, 4]"
Tampa Bay Lightning,Chicago Blackhawks,"[1, 4]"
New York Islanders,Colorado Avalanche,"[5, 2]"
Calgary Flames,Washington Capitals,"[1, 3]"
Seattle Kraken,Anaheim Ducks,"[4, 6]"
Florida Panthers,Los Angeles Kings,"[3, 0]"
New Jersey Devils,Philadelphia Flyers,"[5, 0]"
Toronto Maple Leafs,Minnesota Wild,"[1, 3]"
Nashville Predators,Vancouver Canucks,"[1, 3]"
Tampa Bay Lightning,Los Angeles Kings,"[3, 0]"
Montreal Canadiens,Minnesota Wild,"[0, 4]"
Carolina Hurricanes,Chicago Blackhawks,"[3, 2]"
Boston Bruins,Winnipeg Jets,"[2, 6]"
Philadelphia Flyers,New York Islanders,"[0, 3]"
Calgary Flames,Anaheim Ducks,"[4, 1]"
Seattle Kraken,San Jose Sharks,"[6, 2]"
Buffalo Sabres,Nashville Predators,"[4, 3]"
Dallas Stars,Vancouver Canucks,"[5, 3]"
Colorado Avalanche,St. Louis Blues,"[5, 0]"
Florida Panthers,Chicago Blackhawks,"[5, 1]"
Boston Bruins,New York Rangers,"[6, 3]"
Carolina Hurricanes,Los Angeles Kings,"[2, 4]"
Edmonton Oilers,Toronto Maple Leafs,"[3, 4]"
Ottawa Senators,Minnesota Wild,"[6, 0]"
Pittsburgh Penguins,Nashville Predators,"[3, 0]"
Calgary Flames,Detroit Red Wings,"[1, 3]"
Buffalo Sabres,New Jersey Devils,"[4, 3]"
Colorado Avalanche,Philadelphia Flyers,"[2, 0]"
Anaheim Ducks,Montreal Canadiens,"[3, 2]"
Dallas Stars,Columbus Blue Jackets,"[5, 3]"
Florida Panthers,New York Islanders,"[6, 3]"
New York Rangers,Vegas Golden Knights,"[4, 2]"
Utah Mammoth,St. Louis Blues,"[1, 2]"
Seattle Kraken,Calgary Flames,"[2, 3]"
Nashville Predators,Ottawa Senators,"[2, 5]"
Washington Capitals,Florida Panthers,"[6, 3]"
Tampa Bay Lightning,Ottawa Senators,"[4, 3]"
Buffalo Sabres,Columbus Blue Jackets,"[3, 2]"
Boston Bruins,Minnesota Wild,"[3, 0]"
New York Islanders,Vegas Golden Knights,"[2, 1]"
Winnipeg Jets,Carolina Hurricanes,"[3, 0]"
Calgary Flames,Toronto Maple Leafs,"[3, 6]"
Vancouver Canucks,Colorado Avalanche,"[3, 0]"
Anaheim Ducks,Dallas Stars,"[2, 1]"
San Jose Sharks,Montreal Canadiens,"[3, 4]"
New York Rangers,Boston Bruins,"[3, 2]"
Los Angeles Kings,Montreal Canadiens,"[6, 3]"
Tampa Bay Lightning,Ottawa Senators,"[5, 1]"
New Jersey Devils,Vegas Golden Knights,"[1, 3]"
Philadelphia Flyers,Washington Capitals,"[3, 4]"
Minnesota Wild,Carolina Hurricanes,"[2, 1]"
St. Louis Blues,Florida Panthers,"[2, 3]"
Calgary Flames,Colorado Avalanche,"[2, 4]"
Seattle Kraken,Toronto Maple Leafs,"[1, 3]"
New York Rangers,Pittsburgh Penguins,"[2, 3]"
Winnipeg Jets,New York Islanders,"[4, 3]"
Chicago Blackhawks,Nashville Predators,"[6, 2]"
Edmonton Oilers,Colorado Avalanche,"[4, 5]"
Carolina Hurricanes,Utah Mammoth,"[7, 3]"
Detroit Red Wings,Tampa Bay Lightning,"[3, 6]"
Montreal Canadiens,New Jersey Devils,"[0, 4]"
Boston Bruins,Vegas Golden Knights,"[3, 4]"
Vancouver Canucks,Toronto Maple Leafs,"[2, 1]"
Florida Panthers,Ottawa Senators,"[5, 1]"
Philadelphia Flyers,Pittsburgh Penguins,"[3, 2]"
Columbus Blue Jackets,New York Rangers,"[3, 4]"
Minnesota Wild,New York Islanders,"[6, 3]"
Nashville Predators,Buffalo Sabres,"[6, 4]"
San Jose Sharks,Dallas Stars,"[3, 8]"
Montreal Canadiens,Tampa Bay Lightning,"[3, 5]"
Philadelphia Flyers,Edmonton Oilers,"[6, 3]"
Pittsburgh Penguins,Washington Capitals,"[3, 8]"
Buffalo Sabres,New York Rangers,"[8, 2]"
Florida Panthers,Seattle Kraken,"[1, 2]"
Nashville Predators,Colorado Avalanche,"[2, 1]"
New Jersey Devils,Dallas Stars,"[2, 4]"
Toronto Maple Leafs,Carolina Hurricanes,"[6, 3]"
Ottawa Senators,Montreal Canadiens,"[2, 5]"
Columbus Blue Jackets,Chicago Blackhawks,"[5, 1]"
Los Angeles Kings,Utah Mammoth,"[5, 3]"
Vegas Golden Knights,Vancouver Canucks,"[3, 1]"
Washington Capitals,Edmonton Oilers,"[7, 3]"
Pittsburgh Penguins,New York Rangers,"[3, 5]"
Tampa Bay Lightning,Seattle Kraken,"[4, 1]"
St. Louis Blues,Colorado Avalanche,"[3, 1]"
Nashville Predators,New Jersey Devils,"[0, 5]"
Chicago Blackhawks,Toronto Maple Leafs,"[2, 5]"
New York Islanders,Dallas Stars,"[3, 4]"
Calgary Flames,San Jose Sharks,"[3, 2]"
Utah Mammoth,Vancouver Canucks,"[2, 1]"
Los Angeles Kings,Vegas Golden Knights,"[5, 2]"
Montreal Canadiens,Carolina Hurricanes,"[4, 0]"
Philadelphia Flyers,Pittsburgh Penguins,"[6, 1]"
Washington Capitals,Calgary Flames,"[1, 3]"
Columbus Blue Jackets,Dallas Stars,"[6, 4]"
Buffalo Sabres,Anaheim Ducks,"[3, 2]"
New York Islanders,New York Rangers,"[1, 5]"
Tampa Bay Lightning,Edmonton Oilers,"[4, 1]"
Minnesota Wild,Detroit Red Wings,"[2, 3]"
Nashville Predators,Florida Panthers,"[1, 4]"
St. Louis Blues,Seattle Kraken,"[7, 2]"
Utah Mammoth,Chicago Blackhawks,"[2, 1]"
Ottawa Senators,Winnipeg Jets,"[1, 4]"
Colorado Avalanche,New Jersey Devils,"[5, 1]"
Washington Capitals,St. Louis Blues,"[2, 5]"
Tampa Bay Lightning,Calgary Flames,"[3, 0]"
Boston Bruins,New York Islanders,"[1, 2]"
Detroit Red Wings,Columbus Blue Jackets,"[2, 5]"
Carolina Hurricanes,Buffalo Sabres,"[5, 2]"
Florida Panthers,Edmonton Oilers,"[4, 3]"
Nashville Predators,Winnipeg Jets,"[2, 1]"
Utah Mammoth,Minnesota Wild,"[6, 1]"
Anaheim Ducks,Vancouver Canucks,"[5, 2]"
Vegas Golden Knights,Chicago Blackhawks,"[7, 5]"
New York Rangers,Toronto Maple Leafs,"[2, 3]"
Dallas Stars,Los Angeles Kings,"[6, 2]"
Colorado Avalanche,Minnesota Wild,"[5, 2]"
New York Islanders,Nashville Predators,"[7, 4]"
Washington Capitals,Tampa Bay Lightning,"[1, 3]"
Florida Panthers,Calgary Flames,"[3, 0]"
Pittsburgh Penguins,Boston Bruins,"[2, 3]"
Columbus Blue Jackets,Detroit Red Wings,"[5, 3]"
Buffalo Sabres,Montreal Canadiens,"[2, 4]"
Carolina Hurricanes,Edmonton Oilers,"[1, 3]"
Ottawa Senators,San Jose Sharks,"[5, 3]"
St. Louis Blues,Los Angeles Kings,"[4, 1]"
Utah Mammoth,New Jersey Devils,"[1, 3]"
Anaheim Ducks,Chicago Blackhawks,"[3, 6]"
Seattle Kraken,Vancouver Canucks,"[6, 3]"
Minnesota Wild,Boston Bruins,"[1, 0]"
Dallas Stars,St. Louis Blues,"[6, 3]"
New York Rangers,Nashville Predators,"[4, 0]"
Vegas Golden Knights,New Jersey Devils,"[2, 0]"
New York Rangers,New York Islanders,"[4, 0]"
Florida Panthers,Tampa Bay Lightning,"[2, 1]"
Chicago Blackhawks,Los Angeles Kings,"[5, 1]"
Boston Bruins,Nashville Predators,"[3, 6]"
Buffalo Sabres,San Jose Sharks,"[2, 6]"
Detroit Red Wings,Carolina Hurricanes,"[1, 2]"
Philadelphia Flyers,Calgary Flames,"[3, 6]"
Tampa Bay Lightning,Columbus Blue Jackets,"[6, 2]"
New York Islanders,Winnipeg Jets,"[3, 2]"
Dallas Stars,New Jersey Devils,"[4, 3]"
Colorado Avalanche,Pittsburgh Penguins,"[4, 1]"
Edmonton Oilers,Anaheim Ducks,"[2, 6]"
Seattle Kraken,Minnesota Wild,"[3, 4]"
Vegas Golden Knights,Toronto Maple Leafs,"[5, 2]"
Vancouver Canucks,Anaheim Ducks,"[3, 2]"
Tampa Bay Lightning,Buffalo Sabres,"[6, 5]"
Philadelphia Flyers,Winnipeg Jets,"[1, 4]"
Detroit Red Wings,Utah Mammoth,"[2, 4]"
Florida Panthers,Columbus Blue Jackets,"[3, 0]"
Carolina Hurricanes,Boston Bruins,"[3, 2]"
Nashville Predators,Seattle Kraken,"[5, 3]"
Colorado Avalanche,San Jose Sharks,"[7, 3]"
New Jersey Devils,Winnipeg Jets,"[1, 6]"
Washington Capitals,Detroit Red Wings,"[5, 2]"
Vegas Golden Knights,Pittsburgh Penguins,"[4, 0]"
Vancouver Canucks,Minnesota Wild,"[3, 1]"
Anaheim Ducks,St. Louis Blues,"[3, 4]"
Philadelphia Flyers,Seattle Kraken,"[1, 4]"
Tampa Bay Lightning,Boston Bruins,"[0, 4]"
Florida Panthers,Buffalo Sabres,"[4, 0]"
Calgary Flames,Montreal Canadiens,"[1, 0]"
Colorado Avalanche,Toronto Maple Leafs,"[7, 4]"
Edmonton Oilers,Dallas Stars,"[5, 4]"
San Jose Sharks,New York Islanders,"[2, 4]"
Philadelphia Flyers,New Jersey Devils,"[1, 3]"
Minnesota Wild,Pittsburgh Penguins,"[1, 3]"
Washington Capitals,Seattle Kraken,"[4, 2]"
Carolina Hurricanes,Winnipeg Jets,"[4, 2]"
New York Rangers,Columbus Blue Jackets,"[3, 7]"
Vegas Golden Knights,Los Angeles Kings,"[5, 6]"
Anaheim Ducks,New York Islanders,"[4, 1]"
Vancouver Canucks,Dallas Stars,"[1, 4]"
Buffalo Sabres,Edmonton Oilers,"[3, 2]"
Ottawa Senators,Detroit Red Wings,"[2, 1]"
Colorado Avalanche,Chicago Blackhawks,"[3, 0]"
Boston Bruins,Florida Panthers,"[3, 2]"
New Jersey Devils,Columbus Blue Jackets,"[5, 3]"
Philadelphia Flyers,Ottawa Senators,"[2, 5]"
Carolina Hurricanes,Tampa Bay Lightning,"[4, 1]"
Winnipeg Jets,New York Rangers,"[2, 1]"
Vancouver Canucks,Montreal Canadiens,"[2, 4]"
Anaheim Ducks,Washington Capitals,"[4, 7]"
Los Angeles Kings,New York Islanders,"[4, 1]"
San Jose Sharks,Nashville Predators,"[2, 3]"
Detroit Red Wings,Buffalo Sabres,"[7, 3]"
Utah Mammoth,Anaheim Ducks,"[3, 2]"
Toronto Maple Leafs,Florida Panthers,"[2, 3]"
Pittsburgh Penguins,St. Louis Blues,"[5, 3]"
Ottawa Senators,Boston Bruins,"[6, 3]"
Columbus Blue Jackets,Vegas Golden Knights,"[0, 4]"
New Jersey Devils,Edmonton Oilers,"[3, 2]"
Los Angeles Kings,Washington Capitals,"[3, 0]"
San Jose Sharks,Chicago Blackhawks,"[4, 2]"
Carolina Hurricanes,Detroit Red Wings,"[4, 2]"
Winnipeg Jets,Dallas Stars,"[4, 1]"
Calgary Flames,Colorado Avalanche,"[2, 4]"
Seattle Kraken,Utah Mammoth,"[4, 2]"
Anaheim Ducks,Nashville Predators,"[2, 1]"
Pittsburgh Penguins,New Jersey Devils,"[7, 3]"
San Jose Sharks,Washington Capitals,"[1, 5]"
Boston Bruins,Tampa Bay Lightning,"[2, 6]"
Columbus Blue Jackets,New York Rangers,"[0, 4]"
Montreal Canadiens,Florida Panthers,"[3, 1]"
Philadelphia Flyers,Carolina Hurricanes,"[0, 5]"
Toronto Maple Leafs,Ottawa Senators,"[2, 4]"
Minnesota Wild,St. Louis Blues,"[1, 5]"
Vancouver Canucks,Chicago Blackhawks,"[6, 2]"
Detroit Red Wings,Vegas Golden Knights,"[3, 0]"
New York Rangers,Edmonton Oilers,"[1, 3]"
New York Islanders,Florida Panthers,"[4, 2]"
St. Louis Blues,Anaheim Ducks,"[7, 2]"
Vancouver Canucks,Utah Mammoth,"[1, 3]"
Columbus Blue Jackets,New Jersey Devils,"[1, 2]"
Tampa Bay Lightning,Philadelphia Flyers,"[2, 0]"
Toronto Maple Leafs,Calgary Flames,"[6, 2]"
Minnesota Wild,Los Angeles Kings,"[3, 1]"
Montreal Canadiens,Ottawa Senators,"[6, 3]"
New York Rangers,Calgary Flames,"[1, 2]"
Pittsburgh Penguins,New York Islanders,"[2, 4]"
Washington Capitals,Detroit Red Wings,"[4, 1]"
Nashville Predators,St. Louis Blues,"[1, 4]"
Chicago Blackhawks,Seattle Kraken,"[2, 6]"
Edmonton Oilers,Utah Mammoth,"[7, 1]"
Vancouver Canucks,Winnipeg Jets,"[6, 2]"
Toronto Maple Leafs,Colorado Avalanche,"[2, 1]"
Minnesota Wild,Seattle Kraken,"[4, 0]"
New Jersey Devils,Calgary Flames,"[3, 5]"
New York Rangers,Toronto Maple Leafs,"[3, 4]"
Ottawa Senators,Colorado Avalanche,"[1, 5]"
Washington Capitals,Philadelphia Flyers,"[3, 2]"
Nashville Predators,Anaheim Ducks,"[1, 4]"
Chicago Blackhawks,Los Angeles Kings,"[1, 3]"
Utah Mammoth,Buffalo Sabres,"[5, 2]"
Vegas Golden Knights,Boston Bruins,"[5, 1]"
San Jose Sharks,Carolina Hurricanes,"[1, 3]"
Pittsburgh Penguins,Columbus Blue Jackets,"[6, 3]"
New York Rangers,Vancouver Canucks,"[5, 3]"
Minnesota Wild,Buffalo Sabres,"[4, 1]"
St. Louis Blues,Chicago Blackhawks,"[4, 1]"
Los Angeles Kings,Carolina Hurricanes,"[7, 2]"
Utah Mammoth,Tampa Bay Lightning,"[6, 4]"
Washington Capitals,Florida Panthers,"[6, 3]"
Nashville Predators,Toronto Maple Leafs,"[5, 2]"
New Jersey Devils,Ottawa Senators,"[2, 3]"
Vegas Golden Knights,Detroit Red Wings,"[6, 3]"
Edmonton Oilers,Seattle Kraken,"[5, 4]"
San Jose Sharks,Boston Bruins,"[3, 1]"
Chicago Blackhawks,Philadelphia Flyers,"[7, 4]"
Winnipeg Jets,Buffalo Sabres,"[3, 5]"
St. Louis Blues,Nashville Predators,"[4, 1]"
Anaheim Ducks,Carolina Hurricanes,"[2, 5]"
Vegas Golden Knights,Tampa Bay Lightning,"[4, 2]"
Los Angeles Kings,Boston Bruins,"[7, 2]"
Dallas Stars,Minnesota Wild,"[3, 0]"
Utah Mammoth,Detroit Red Wings,"[1, 5]"
Toronto Maple Leafs,Philadelphia Flyers,"[7, 2]"
