home,away,ft
Norfolk Admirals,South Carolina Stingrays,"[3, 0]"
Worcester Railers,Adirondack Thunder,"[4, 3]"
Toledo Walleye,Fort Wayne Komets,"[4, 3]"
Atlanta Gladiators,Bloomington Bison,"[0, 5]"
Kansas City,Tahoe Knight Monsters,"[5, 2]"
Tulsa Oilers,Wichita Thunder,"[7, 3]"
Allen Americans,Rapid City Rush,"[4, 1]"
Trois-Rivieres Lions,Maine Mariners,"[4, 2]"
Atlanta Gladiators,Bloomington Bison,"[3, 1]"
Indy Fuel,Greenville Swamp Rabbits,"[2, 5]"
Iowa Heartlanders,Kalamazoo Wings,"[1, 6]"
Savannah Ghost Pirates,Jacksonville IceMen,"[3, 6]"
Norfolk Admirals,South Carolina Stingrays,"[3, 4]"
Fort Wayne Komets,Wheeling Nailers,"[5, 3]"
Maine Mariners,Worcester Railers,"[2, 5]"
Atlanta Gladiators,Bloomington Bison,"[1, 3]"
Reading Royals,Adirondack Thunder,"[2, 6]"
Iowa Heartlanders,Kalamazoo Wings,"[4, 1]"
Tulsa Oilers,Allen Americans,"[5, 0]"
Fort Wayne Komets,Indy Fuel,"[1, 3]"
Toledo Walleye,Wheeling Nailers,"[6, 3]"
Utah Grizzlies,Idaho Steelheads,"[0, 7]"
Orlando Solar Bears,South Carolina Stingrays,"[4, 3]"
Worcester Railers,Atlanta Gladiators,"[3, 2]"
Florida Everblades,Greenville Swamp Rabbits,"[0, 3]"
Cincinnati Cyclones,Iowa Heartlanders,"[0, 2]"
Savannah Ghost Pirates,Trois-Rivieres Lions,"[6, 2]"
Tulsa Oilers,Utah Grizzlies,"[4, 2]"
Tahoe Knight Monsters,Adirondack Thunder,"[3, 1]"
Indy Fuel,Wheeling Nailers,"[3, 6]"
Jacksonville IceMen,Trois-Rivieres Lions,"[2, 3]"
Kalamazoo Wings,Iowa Heartlanders,"[1, 4]"
Maine Mariners,Norfolk Admirals,"[3, 0]"
Florida Everblades,Greenville Swamp Rabbits,"[4, 2]"
Savannah Ghost Pirates,Bloomington Bison,"[5, 3]"
Cincinnati Cyclones,Kansas City,"[1, 2]"
Fort Wayne Komets,Toledo Walleye,"[2, 3]"
Tulsa Oilers,Utah Grizzlies,"[2, 6]"
Allen Americans,Wichita Thunder,"[3, 7]"
Tahoe Knight Monsters,Adirondack Thunder,"[5, 2]"
Maine Mariners,Norfolk Admirals,"[1, 3]"
Worcester Railers,Atlanta Gladiators,"[2, 4]"
Florida Everblades,Greenville Swamp Rabbits,"[3, 2]"
Jacksonville IceMen,Trois-Rivieres Lions,"[5, 3]"
Kalamazoo Wings,Iowa Heartlanders,"[2, 0]"
Savannah Ghost Pirates,Bloomington Bison,"[2, 3]"
Wheeling Nailers,Reading Royals,"[4, 3]"
Allen Americans,Wichita Thunder,"[2, 9]"
Idaho Steelheads,Rapid City Rush,"[2, 5]"
Trois-Rivieres Lions,Adirondack Thunder,"[4, 1]"
Indy Fuel,Florida Everblades,"[3, 6]"
Iowa Heartlanders,Cincinnati Cyclones,"[1, 4]"
Allen Americans,Kansas City,"[2, 6]"
Atlanta Gladiators,Greenville Swamp Rabbits,"[4, 2]"
Savannah Ghost Pirates,South Carolina Stingrays,"[3, 5]"
Rapid City Rush,Maine Mariners,"[5, 4]"
Adirondack Thunder,Trois-Rivieres Lions,"[1, 2]"
Indy Fuel,Florida Everblades,"[3, 7]"
Kalamazoo Wings,Bloomington Bison,"[4, 0]"
Fort Wayne Komets,Cincinnati Cyclones,"[5, 4]"
Iowa Heartlanders,Toledo Walleye,"[4, 2]"
Kansas City,Tulsa Oilers,"[3, 1]"
Wichita Thunder,Tahoe Knight Monsters,"[3, 4]"
Allen Americans,Worcester Railers,"[3, 5]"
Rapid City Rush,Maine Mariners,"[4, 0]"
Utah Grizzlies,Idaho Steelheads,"[2, 3]"
South Carolina Stingrays,Wheeling Nailers,"[3, 1]"
Adirondack Thunder,Trois-Rivieres Lions,"[3, 4]"
Kalamazoo Wings,Fort Wayne Komets,"[1, 2]"
Reading Royals,Norfolk Admirals,"[2, 1]"
Wichita Thunder,Tahoe Knight Monsters,"[9, 7]"
Bloomington Bison,Cincinnati Cyclones,"[2, 5]"
Rapid City Rush,Maine Mariners,"[6, 4]"
Cincinnati Cyclones,Indy Fuel,"[0, 2]"
Adirondack Thunder,Trois-Rivieres Lions,"[2, 6]"
Greenville Swamp Rabbits,Wheeling Nailers,"[5, 2]"
Wichita Thunder,Tahoe Knight Monsters,"[6, 3]"
Allen Americans,Worcester Railers,"[1, 3]"
Bloomington Bison,Toledo Walleye,"[2, 5]"
Tulsa Oilers,Kansas City,"[2, 1]"
Fort Wayne Komets,Kalamazoo Wings,"[5, 0]"
Orlando Solar Bears,Atlanta Gladiators,"[2, 1]"
Greenville Swamp Rabbits,Wheeling Nailers,"[2, 1]"
South Carolina Stingrays,Worcester Railers,"[4, 0]"
Kalamazoo Wings,Reading Royals,"[4, 1]"
Florida Everblades,Tahoe Knight Monsters,"[4, 2]"
Cincinnati Cyclones,Toledo Walleye,"[5, 4]"
Iowa Heartlanders,Bloomington Bison,"[4, 1]"
Kansas City,Allen Americans,"[3, 2]"
Orlando Solar Bears,Jacksonville IceMen,"[1, 4]"
Trois-Rivieres Lions,Adirondack Thunder,"[4, 1]"
South Carolina Stingrays,Greenville Swamp Rabbits,"[5, 1]"
Norfolk Admirals,Maine Mariners,"[0, 2]"
Wheeling Nailers,Tulsa Oilers,"[0, 3]"
Toledo Walleye,Kalamazoo Wings,"[2, 3]"
Florida Everblades,Tahoe Knight Monsters,"[4, 1]"
Savannah Ghost Pirates,Worcester Railers,"[6, 4]"
Fort Wayne Komets,Reading Royals,"[2, 4]"
Bloomington Bison,Indy Fuel,"[5, 2]"
Kansas City,Allen Americans,"[6, 3]"
Utah Grizzlies,Rapid City Rush,"[3, 5]"
Idaho Steelheads,Wichita Thunder,"[3, 5]"
Trois-Rivieres Lions,Adirondack Thunder,"[1, 3]"
South Carolina Stingrays,Atlanta Gladiators,"[1, 2]"
Florida Everblades,Tahoe Knight Monsters,"[2, 6]"
Savannah Ghost Pirates,Worcester Railers,"[2, 4]"
Norfolk Admirals,Maine Mariners,"[4, 0]"
Kansas City,Allen Americans,"[2, 1]"
Wheeling Nailers,Tulsa Oilers,"[2, 0]"
Utah Grizzlies,Rapid City Rush,"[2, 3]"
Greenville Swamp Rabbits,Atlanta Gladiators,"[8, 2]"
Norfolk Admirals,Maine Mariners,"[2, 3]"
South Carolina Stingrays,Worcester Railers,"[3, 0]"
Bloomington Bison,Indy Fuel,"[2, 0]"
Wheeling Nailers,Reading Royals,"[2, 3]"
Utah Grizzlies,Rapid City Rush,"[2, 5]"
Kalamazoo Wings,Adirondack Thunder,"[4, 3]"
Kansas City,Utah Grizzlies,"[8, 3]"
Trois-Rivieres Lions,Norfolk Admirals,"[0, 4]"
Reading Royals,Maine Mariners,"[4, 2]"
Orlando Solar Bears,Greenville Swamp Rabbits,"[4, 1]"
Worcester Railers,Bloomington Bison,"[3, 1]"
Wheeling Nailers,Adirondack Thunder,"[3, 1]"
Florida Everblades,South Carolina Stingrays,"[2, 6]"
Cincinnati Cyclones,Toledo Walleye,"[5, 3]"
Fort Wayne Komets,Indy Fuel,"[7, 2]"
Kansas City,Utah Grizzlies,"[2, 3]"
Wichita Thunder,Tulsa Oilers,"[2, 3]"
Rapid City Rush,Idaho Steelheads,"[8, 5]"
Trois-Rivieres Lions,Norfolk Admirals,"[1, 3]"
Worcester Railers,Bloomington Bison,"[6, 4]"
Jacksonville IceMen,Greenville Swamp Rabbits,"[4, 0]"
Reading Royals,Maine Mariners,"[5, 3]"
Indy Fuel,Iowa Heartlanders,"[4, 0]"
Florida Everblades,South Carolina Stingrays,"[3, 1]"
Atlanta Gladiators,Savannah Ghost Pirates,"[3, 0]"
Wheeling Nailers,Adirondack Thunder,"[4, 7]"
Tulsa Oilers,Utah Grizzlies,"[3, 8]"
Tahoe Knight Monsters,Allen Americans,"[2, 1]"
Cincinnati Cyclones,Adirondack Thunder,"[3, 2]"
Jacksonville IceMen,Greenville Swamp Rabbits,"[3, 1]"
Trois-Rivieres Lions,Norfolk Admirals,"[7, 0]"
Indy Fuel,Iowa Heartlanders,"[2, 4]"
Tulsa Oilers,Utah Grizzlies,"[3, 2]"
Tahoe Knight Monsters,Allen Americans,"[1, 4]"
Orlando Solar Bears,South Carolina Stingrays,"[1, 5]"
Bloomington Bison,Fort Wayne Komets,"[3, 4]"
Reading Royals,Adirondack Thunder,"[3, 1]"
Norfolk Admirals,Florida Everblades,"[4, 1]"
Kansas City,Idaho Steelheads,"[0, 5]"
Allen Americans,Jacksonville IceMen,"[1, 9]"
Tahoe Knight Monsters,Rapid City Rush,"[5, 4]"
Kalamazoo Wings,Atlanta Gladiators,"[5, 2]"
Trois-Rivieres Lions,Worcester Railers,"[3, 1]"
Norfolk Admirals,Florida Everblades,"[3, 5]"
Cincinnati Cyclones,Wichita Thunder,"[5, 1]"
Kansas City,Idaho Steelheads,"[2, 6]"
Allen Americans,Jacksonville IceMen,"[0, 4]"
Utah Grizzlies,Tulsa Oilers,"[2, 5]"
Maine Mariners,Reading Royals,"[1, 4]"
South Carolina Stingrays,Savannah Ghost Pirates,"[6, 3]"
Adirondack Thunder,Wheeling Nailers,"[4, 6]"
Indy Fuel,Wichita Thunder,"[4, 3]"
Kalamazoo Wings,Atlanta Gladiators,"[4, 6]"
Orlando Solar Bears,Greenville Swamp Rabbits,"[4, 1]"
Kansas City,Idaho Steelheads,"[7, 3]"
Toledo Walleye,Cincinnati Cyclones,"[4, 3]"
Bloomington Bison,Iowa Heartlanders,"[5, 4]"
Allen Americans,Jacksonville IceMen,"[1, 3]"
Tahoe Knight Monsters,Rapid City Rush,"[7, 1]"
Adirondack Thunder,Wheeling Nailers,"[2, 0]"
Trois-Rivieres Lions,Worcester Railers,"[3, 1]"
Orlando Solar Bears,Greenville Swamp Rabbits,"[6, 3]"
South Carolina Stingrays,Savannah Ghost Pirates,"[2, 1]"
Indy Fuel,Wichita Thunder,"[4, 5]"
Fort Wayne Komets,Kalamazoo Wings,"[0, 3]"
Utah Grizzlies,Tulsa Oilers,"[2, 3]"
Toledo Walleye,Atlanta Gladiators,"[5, 2]"
Maine Mariners,Norfolk Admirals,"[7, 2]"
Wheeling Nailers,Trois-Rivieres Lions,"[0, 2]"
South Carolina Stingrays,Greenville Swamp Rabbits,"[5, 2]"
Florida Everblades,Savannah Ghost Pirates,"[4, 2]"
Wichita Thunder,Utah Grizzlies,"[5, 2]"
Worcester Railers,Norfolk Admirals,"[1, 4]"
Adirondack Thunder,Maine Mariners,"[2, 4]"
Indy Fuel,Kalamazoo Wings,"[2, 6]"
Jacksonville IceMen,Orlando Solar Bears,"[1, 4]"
Reading Royals,Trois-Rivieres Lions,"[3, 5]"
Greenville Swamp Rabbits,Kansas City,"[4, 1]"
Wheeling Nailers,Fort Wayne Komets,"[3, 1]"
Atlanta Gladiators,South Carolina Stingrays,"[3, 6]"
Florida Everblades,Savannah Ghost Pirates,"[2, 6]"
Bloomington Bison,Tulsa Oilers,"[2, 4]"
Rapid City Rush,Iowa Heartlanders,"[4, 2]"
Idaho Steelheads,Tahoe Knight Monsters,"[1, 2]"
Cincinnati Cyclones,Indy Fuel,"[1, 2]"
South Carolina Stingrays,Atlanta Gladiators,"[3, 1]"
Worcester Railers,Norfolk Admirals,"[2, 1]"
Orlando Solar Bears,Florida Everblades,"[2, 4]"
Jacksonville IceMen,Savannah Ghost Pirates,"[5, 2]"
Reading Royals,Trois-Rivieres Lions,"[2, 1]"
Bloomington Bison,Tulsa Oilers,"[6, 3]"
Wheeling Nailers,Fort Wayne Komets,"[3, 5]"
Rapid City Rush,Iowa Heartlanders,"[1, 0]"
Idaho Steelheads,Tahoe Knight Monsters,"[0, 4]"
Kalamazoo Wings,Toledo Walleye,"[5, 0]"
Greenville Swamp Rabbits,Kansas City,"[3, 5]"
South Carolina Stingrays,Jacksonville IceMen,"[4, 1]"
Allen Americans,Utah Grizzlies,"[1, 3]"
Bloomington Bison,Tulsa Oilers,"[4, 2]"
Indy Fuel,Fort Wayne Komets,"[2, 4]"
Wheeling Nailers,Cincinnati Cyclones,"[3, 1]"
Jacksonville IceMen,Orlando Solar Bears,"[3, 2]"
Greenville Swamp Rabbits,Florida Everblades,"[1, 5]"
Kansas City,Utah Grizzlies,"[2, 1]"
Idaho Steelheads,Allen Americans,"[7, 0]"
Trois-Rivieres Lions,Adirondack Thunder,"[6, 1]"
Indy Fuel,Cincinnati Cyclones,"[3, 1]"
South Carolina Stingrays,Greenville Swamp Rabbits,"[5, 1]"
Maine Mariners,Worcester Railers,"[5, 3]"
Savannah Ghost Pirates,Florida Everblades,"[2, 3]"
Iowa Heartlanders,Fort Wayne Komets,"[1, 4]"
Kansas City,Utah Grizzlies,"[4, 2]"
Tulsa Oilers,Tahoe Knight Monsters,"[2, 5]"
Rapid City Rush,Wichita Thunder,"[3, 4]"
Idaho Steelheads,Allen Americans,"[1, 0]"
Maine Mariners,Adirondack Thunder,"[3, 4]"
Reading Royals,Norfolk Admirals,"[1, 4]"
Indy Fuel,Bloomington Bison,"[5, 2]"
Jacksonville IceMen,South Carolina Stingrays,"[2, 3]"
Iowa Heartlanders,Fort Wayne Komets,"[3, 1]"
Kansas City,Utah Grizzlies,"[4, 1]"
Toledo Walleye,Wheeling Nailers,"[6, 2]"
Cincinnati Cyclones,Kalamazoo Wings,"[6, 1]"
Tulsa Oilers,Tahoe Knight Monsters,"[1, 2]"
Rapid City Rush,Wichita Thunder,"[3, 5]"
Idaho Steelheads,Allen Americans,"[5, 2]"
Maine Mariners,Adirondack Thunder,"[5, 3]"
Reading Royals,Norfolk Admirals,"[2, 1]"
Worcester Railers,Trois-Rivieres Lions,"[5, 4]"
Greenville Swamp Rabbits,Savannah Ghost Pirates,"[2, 5]"
Indy Fuel,Wheeling Nailers,"[3, 1]"
Rapid City Rush,Wichita Thunder,"[5, 2]"
Kalamazoo Wings,Cincinnati Cyclones,"[1, 3]"
Kansas City,Wichita Thunder,"[2, 3]"
Utah Grizzlies,Allen Americans,"[6, 5]"
Tahoe Knight Monsters,Idaho Steelheads,"[5, 1]"
Tulsa Oilers,Rapid City Rush,"[2, 3]"
Reading Royals,Maine Mariners,"[4, 1]"
Adirondack Thunder,Indy Fuel,"[3, 0]"
Kalamazoo Wings,South Carolina Stingrays,"[1, 4]"
Greenville Swamp Rabbits,Atlanta Gladiators,"[5, 3]"
Norfolk Admirals,Savannah Ghost Pirates,"[5, 0]"
Wheeling Nailers,Cincinnati Cyclones,"[2, 0]"
Florida Everblades,Toledo Walleye,"[0, 1]"
Wichita Thunder,Kansas City,"[0, 3]"
Utah Grizzlies,Allen Americans,"[2, 5]"
Tahoe Knight Monsters,Idaho Steelheads,"[3, 2]"
Trois-Rivieres Lions,Worcester Railers,"[4, 2]"
Kalamazoo Wings,South Carolina Stingrays,"[1, 7]"
Reading Royals,Maine Mariners,"[2, 5]"
Florida Everblades,Toledo Walleye,"[3, 2]"
Atlanta Gladiators,Greenville Swamp Rabbits,"[4, 7]"
Adirondack Thunder,Indy Fuel,"[1, 0]"
Kansas City,Wichita Thunder,"[4, 1]"
Norfolk Admirals,Savannah Ghost Pirates,"[6, 1]"
Wheeling Nailers,Cincinnati Cyclones,"[4, 1]"
Fort Wayne Komets,Bloomington Bison,"[3, 2]"
Tulsa Oilers,Rapid City Rush,"[5, 3]"
Tahoe Knight Monsters,Idaho Steelheads,"[0, 5]"
Trois-Rivieres Lions,Worcester Railers,"[5, 2]"
Tulsa Oilers,Rapid City Rush,"[8, 2]"
Wheeling Nailers,Bloomington Bison,"[3, 2]"
Tahoe Knight Monsters,Idaho Steelheads,"[2, 5]"
Allen Americans,Tulsa Oilers,"[3, 2]"
Kalamazoo Wings,Fort Wayne Komets,"[4, 1]"
Maine Mariners,Trois-Rivieres Lions,"[4, 1]"
Greenville Swamp Rabbits,Jacksonville IceMen,"[3, 4]"
Kansas City,Rapid City Rush,"[5, 0]"
Adirondack Thunder,Worcester Railers,"[4, 5]"
Jacksonville IceMen,Greenville Swamp Rabbits,"[3, 2]"
Wheeling Nailers,Reading Royals,"[6, 3]"
Maine Mariners,Trois-Rivieres Lions,"[4, 6]"
Atlanta Gladiators,Orlando Solar Bears,"[3, 0]"
Savannah Ghost Pirates,Florida Everblades,"[4, 5]"
Fort Wayne Komets,Indy Fuel,"[2, 4]"
Bloomington Bison,Toledo Walleye,"[1, 4]"
Kansas City,Rapid City Rush,"[3, 6]"
Tulsa Oilers,Wichita Thunder,"[3, 1]"
Allen Americans,Idaho Steelheads,"[3, 7]"
Utah Grizzlies,Tahoe Knight Monsters,"[4, 3]"
Maine Mariners,Trois-Rivieres Lions,"[4, 3]"
South Carolina Stingrays,Orlando Solar Bears,"[5, 1]"
Worcester Railers,Adirondack Thunder,"[3, 2]"
Iowa Heartlanders,Norfolk Admirals,"[0, 1]"
Savannah Ghost Pirates,Florida Everblades,"[3, 0]"
Greenville Swamp Rabbits,Atlanta Gladiators,"[5, 3]"
Kansas City,Rapid City Rush,"[5, 0]"
Wheeling Nailers,Reading Royals,"[4, 5]"
Bloomington Bison,Kalamazoo Wings,"[3, 5]"
Allen Americans,Idaho Steelheads,"[2, 7]"
Utah Grizzlies,Tahoe Knight Monsters,"[0, 7]"
Atlanta Gladiators,Jacksonville IceMen,"[3, 2]"
Greenville Swamp Rabbits,South Carolina Stingrays,"[2, 3]"
Wichita Thunder,Allen Americans,"[2, 0]"
Bloomington Bison,Kalamazoo Wings,"[4, 3]"
Iowa Heartlanders,Norfolk Admirals,"[3, 5]"
Tulsa Oilers,Idaho Steelheads,"[2, 5]"
Wheeling Nailers,Reading Royals,"[3, 1]"
Fort Wayne Komets,Cincinnati Cyclones,"[7, 0]"
Orlando Solar Bears,Savannah Ghost Pirates,"[0, 5]"
Indy Fuel,Bloomington Bison,"[5, 1]"
Maine Mariners,Trois-Rivieres Lions,"[4, 1]"
Norfolk Admirals,Reading Royals,"[4, 3]"
Florida Everblades,Atlanta Gladiators,"[5, 2]"
Iowa Heartlanders,Cincinnati Cyclones,"[2, 4]"
Allen Americans,Tulsa Oilers,"[1, 8]"
Rapid City Rush,Utah Grizzlies,"[3, 2]"
Idaho Steelheads,Kansas City,"[2, 4]"
Adirondack Thunder,Maine Mariners,"[5, 2]"
Jacksonville IceMen,Savannah Ghost Pirates,"[3, 1]"
Orlando Solar Bears,Greenville Swamp Rabbits,"[3, 0]"
Trois-Rivieres Lions,Wheeling Nailers,"[2, 5]"
Norfolk Admirals,South Carolina Stingrays,"[3, 6]"
Toledo Walleye,Fort Wayne Komets,"[0, 3]"
Florida Everblades,Atlanta Gladiators,"[5, 2]"
Allen Americans,Tulsa Oilers,"[6, 7]"
Rapid City Rush,Utah Grizzlies,"[2, 5]"
Idaho Steelheads,Kansas City,"[1, 4]"
Tahoe Knight Monsters,Wichita Thunder,"[2, 3]"
Trois-Rivieres Lions,Wheeling Nailers,"[1, 3]"
Adirondack Thunder,Maine Mariners,"[0, 1]"
Florida Everblades,Atlanta Gladiators,"[6, 1]"
Iowa Heartlanders,Cincinnati Cyclones,"[2, 5]"
Jacksonville IceMen,Savannah Ghost Pirates,"[3, 5]"
Kalamazoo Wings,Indy Fuel,"[6, 4]"
Reading Royals,Worcester Railers,"[7, 3]"
Norfolk Admirals,South Carolina Stingrays,"[2, 5]"
Fort Wayne Komets,Bloomington Bison,"[3, 1]"
Allen Americans,Tulsa Oilers,"[2, 7]"
Rapid City Rush,Utah Grizzlies,"[3, 6]"
Tahoe Knight Monsters,Wichita Thunder,"[1, 3]"
Jacksonville IceMen,Orlando Solar Bears,"[2, 3]"
Kalamazoo Wings,Iowa Heartlanders,"[4, 6]"
Maine Mariners,Adirondack Thunder,"[4, 2]"
Trois-Rivieres Lions,Wheeling Nailers,"[5, 1]"
Savannah Ghost Pirates,Atlanta Gladiators,"[4, 2]"
Greenville Swamp Rabbits,South Carolina Stingrays,"[2, 1]"
Norfolk Admirals,Wheeling Nailers,"[4, 0]"
Norfolk Admirals,Wheeling Nailers,"[4, 0]"
Toledo Walleye,Indy Fuel,"[6, 3]"
Trois-Rivieres Lions,Reading Royals,"[4, 2]"
South Carolina Stingrays,Orlando Solar Bears,"[5, 3]"
Toledo Walleye,Indy Fuel,"[5, 2]"
Fort Wayne Komets,Iowa Heartlanders,"[3, 5]"
Kansas City,Tulsa Oilers,"[2, 4]"
Trois-Rivieres Lions,Reading Royals,"[5, 1]"
Wichita Thunder,Tahoe Knight Monsters,"[1, 6]"
Fort Wayne Komets,Iowa Heartlanders,"[5, 2]"
Wichita Thunder,Tahoe Knight Monsters,"[1, 8]"
Indy Fuel,Toledo Walleye,"[3, 5]"
Orlando Solar Bears,South Carolina Stingrays,"[4, 2]"
Indy Fuel,Toledo Walleye,"[2, 4]"
Tulsa Oilers,Kansas City,"[1, 5]"
Reading Royals,Trois-Rivieres Lions,"[2, 5]"
Wheeling Nailers,Norfolk Admirals,"[1, 5]"
Iowa Heartlanders,Fort Wayne Komets,"[5, 2]"
Tulsa Oilers,Kansas City,"[0, 2]"
Wheeling Nailers,Norfolk Admirals,"[4, 1]"
Tulsa Oilers,Kansas City,"[4, 1]"
Tahoe Knight Monsters,Wichita Thunder,"[3, 2]"
Wheeling Nailers,Norfolk Admirals,"[2, 5]"
Fort Wayne Komets,Iowa Heartlanders,"[6, 1]"
South Carolina Stingrays,Orlando Solar Bears,"[2, 6]"
Kansas City,Tulsa Oilers,"[4, 0]"
South Carolina Stingrays,Orlando Solar Bears,"[0, 2]"
Fort Wayne Komets,Iowa Heartlanders,"[4, 1]"
Trois-Rivieres Lions,Norfolk Admirals,"[1, 0]"
Toledo Walleye,Fort Wayne Komets,"[5, 4]"
Florida Everblades,Orlando Solar Bears,"[5, 3]"
Florida Everblades,Orlando Solar Bears,"[6, 2]"
Toledo Walleye,Fort Wayne Komets,"[1, 6]"
Trois-Rivieres Lions,Norfolk Admirals,"[3, 4]"
Kansas City,Tahoe Knight Monsters,"[5, 3]"
Fort Wayne Komets,Toledo Walleye,"[2, 1]"
Kansas City,Tahoe Knight Monsters,"[3, 0]"
Orlando Solar Bears,Florida Everblades,"[2, 1]"
Norfolk Admirals,Trois-Rivieres Lions,"[1, 4]"
Fort Wayne Komets,Toledo Walleye,"[1, 2]"
Tahoe Knight Monsters,Kansas City,"[1, 3]"
Orlando Solar Bears,Florida Everblades,"[0, 3]"
Norfolk Admirals,Trois-Rivieres Lions,"[1, 0]"
Tahoe Knight Monsters,Kansas City,"[0, 6]"
Orlando Solar Bears,Florida Everblades,"[1, 3]"
Toledo Walleye,Fort Wayne Komets,"[5, 3]"
Trois-Rivieres Lions,Norfolk Admirals,"[6, 3]"
Kansas City,Toledo Walleye,"[0, 2]"
Florida Everblades,Trois-Rivieres Lions,"[0, 1]"
Kansas City,Toledo Walleye,"[3, 4]"
Florida Everblades,Trois-Rivieres Lions,"[1, 2]"
Toledo Walleye,Kansas City,"[2, 5]"
Trois-Rivieres Lions,Florida Everblades,"[2, 4]"
Toledo Walleye,Kansas City,"[4, 1]"
Trois-Rivieres Lions,Florida Everblades,"[0, 4]"
Trois-Rivieres Lions,Florida Everblades,"[3, 1]"
Toledo Walleye,Kansas City,"[5, 2]"
Florida Everblades,Trois-Rivieres Lions,"[0, 6]"
Toledo Walleye,Trois-Rivieres Lions,"[3, 1]"
Toledo Walleye,Trois-Rivieres Lions,"[1, 5]"
Trois-Rivieres Lions,Toledo Walleye,"[3, 2]"
Trois-Rivieres Lions,Toledo Walleye,"[3, 1]"
Trois-Rivieres Lions,Toledo Walleye,"[4, 1]"
