home,away,ft
Nippon Ham Fighters,Chunichi Dragons,"[9, 4]"
Orix Buffaloes,Hanshin Tigers,"[0, 5]"
Rakuten Gold. Eagles,Yomiuri Giants,"[3, 0]"
Seibu Lions,Hiroshima Carp,"[0, 5]"
Orix Buffaloes,Yakult Swallows,"[3, 5]"
Rakuten Gold. Eagles,Hiroshima Carp,"[0, 1]"
Seibu Lions,Yokohama BayStars,"[1, 5]"
Nippon Ham Fighters,Yomiuri Giants,"[2, 7]"
Chiba Lotte Marines,Chunichi Dragons,"[3, 4]"
Fukuoka S. Hawks,Hanshin Tigers,"[2, 0]"
Chiba Lotte Marines,Chunichi Dragons,"[10, 0]"
Orix Buffaloes,Yakult Swallows,"[9, 3]"
Rakuten Gold. Eagles,Hiroshima Carp,"[3, 4]"
Seibu Lions,Yokohama BayStars,"[0, 4]"
Fukuoka S. Hawks,Hanshin Tigers,"[6, 2]"
Nippon Ham Fighters,Yomiuri Giants,"[0, 2]"
Orix Buffaloes,Yakult Swallows,"[4, 5]"
Rakuten Gold. Eagles,Hiroshima Carp,"[5, 3]"
Seibu Lions,Yokohama BayStars,"[0, 5]"
Nippon Ham Fighters,Yomiuri Giants,"[3, 3]"
Chiba Lotte Marines,Chunichi Dragons,"[7, 2]"
Fukuoka S. Hawks,Hanshin Tigers,"[1, 4]"
Hanshin Tigers,Nippon Ham Fighters,"[2, 1]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[9, 9]"
Orix Buffaloes,Seibu Lions,"[2, 0]"
Yomiuri Giants,Yakult Swallows,"[2, 4]"
Hanshin Tigers,Yokohama BayStars,"[1, 0]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[9, 4]"
Chunichi Dragons,Hiroshima Carp,"[1, 0]"
Chunichi Dragons,Hiroshima Carp,"[1, 3]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[3, 1]"
Hanshin Tigers,Yokohama BayStars,"[2, 5]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[5, 2]"
Orix Buffaloes,Seibu Lions,"[2, 4]"
Yomiuri Giants,Yakult Swallows,"[0, 3]"
Orix Buffaloes,Seibu Lions,"[4, 1]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[2, 6]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[6, 6]"
Chunichi Dragons,Hiroshima Carp,"[2, 1]"
Yomiuri Giants,Yakult Swallows,"[4, 3]"
Seibu Lions,Nippon Ham Fighters,"[1, 0]"
Yokohama BayStars,Yomiuri Giants,"[2, 3]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[10, 2]"
Orix Buffaloes,Fukuoka S. Hawks,"[2, 7]"
Hiroshima Carp,Yakult Swallows,"[3, 0]"
Hanshin Tigers,Chunichi Dragons,"[0, 1]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[4, 1]"
Hanshin Tigers,Chunichi Dragons,"[1, 1]"
Hiroshima Carp,Yakult Swallows,"[5, 1]"
Orix Buffaloes,Fukuoka S. Hawks,"[1, 5]"
Seibu Lions,Nippon Ham Fighters,"[2, 2]"
Yokohama BayStars,Yomiuri Giants,"[5, 4]"
Orix Buffaloes,Fukuoka S. Hawks,"[3, 1]"
Hiroshima Carp,Yakult Swallows,"[4, 3]"
Hanshin Tigers,Chunichi Dragons,"[8, 1]"
Chiba Lotte Marines,Orix Buffaloes,"[4, 3]"
Chunichi Dragons,Yokohama BayStars,"[1, 5]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[1, 5]"
Rakuten Gold. Eagles,Seibu Lions,"[0, 4]"
Yomiuri Giants,Hiroshima Carp,"[3, 2]"
Yakult Swallows,Hanshin Tigers,"[6, 1]"
Yomiuri Giants,Hiroshima Carp,"[1, 2]"
Chunichi Dragons,Yokohama BayStars,"[1, 5]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[1, 7]"
Rakuten Gold. Eagles,Seibu Lions,"[2, 4]"
Chiba Lotte Marines,Orix Buffaloes,"[3, 5]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[3, 10]"
Chunichi Dragons,Yokohama BayStars,"[3, 0]"
Yakult Swallows,Hanshin Tigers,"[6, 5]"
Rakuten Gold. Eagles,Seibu Lions,"[2, 1]"
Yomiuri Giants,Hiroshima Carp,"[3, 2]"
Chiba Lotte Marines,Orix Buffaloes,"[7, 0]"
Yomiuri Giants,Chunichi Dragons,"[1, 2]"
Yokohama BayStars,Yakult Swallows,"[6, 4]"
Rakuten Gold. Eagles,Orix Buffaloes,"[1, 4]"
Nippon Ham Fighters,Chiba Lotte Marines,"[8, 3]"
Fukuoka S. Hawks,Seibu Lions,"[3, 2]"
Hiroshima Carp,Hanshin Tigers,"[0, 3]"
Hiroshima Carp,Hanshin Tigers,"[1, 2]"
Nippon Ham Fighters,Chiba Lotte Marines,"[6, 9]"
Yokohama BayStars,Yakult Swallows,"[3, 5]"
Yomiuri Giants,Chunichi Dragons,"[6, 1]"
Yokohama BayStars,Yakult Swallows,"[3, 0]"
Fukuoka S. Hawks,Seibu Lions,"[0, 4]"
Nippon Ham Fighters,Chiba Lotte Marines,"[1, 3]"
Hiroshima Carp,Hanshin Tigers,"[7, 5]"
Chunichi Dragons,Hiroshima Carp,"[2, 0]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[1, 5]"
Hanshin Tigers,Yokohama BayStars,"[1, 2]"
Seibu Lions,Chiba Lotte Marines,"[3, 6]"
Yakult Swallows,Yomiuri Giants,"[3, 10]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[0, 4]"
Chunichi Dragons,Hiroshima Carp,"[2, 1]"
Yakult Swallows,Yomiuri Giants,"[1, 4]"
Seibu Lions,Chiba Lotte Marines,"[3, 4]"
Hanshin Tigers,Yokohama BayStars,"[2, 1]"
Orix Buffaloes,Nippon Ham Fighters,"[4, 1]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[5, 3]"
Chunichi Dragons,Hiroshima Carp,"[2, 1]"
Orix Buffaloes,Nippon Ham Fighters,"[6, 3]"
Seibu Lions,Chiba Lotte Marines,"[2, 9]"
Hanshin Tigers,Yokohama BayStars,"[6, 5]"
Yakult Swallows,Yomiuri Giants,"[3, 7]"
Yokohama BayStars,Chunichi Dragons,"[6, 5]"
Orix Buffaloes,Fukuoka S. Hawks,"[3, 0]"
Seibu Lions,Nippon Ham Fighters,"[1, 4]"
Hiroshima Carp,Yomiuri Giants,"[3, 5]"
Hanshin Tigers,Yakult Swallows,"[2, 1]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[2, 4]"
Yokohama BayStars,Chunichi Dragons,"[3, 0]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[18, 5]"
Hanshin Tigers,Yakult Swallows,"[4, 1]"
Orix Buffaloes,Fukuoka S. Hawks,"[4, 3]"
Seibu Lions,Nippon Ham Fighters,"[1, 6]"
Yokohama BayStars,Chunichi Dragons,"[3, 2]"
Yomiuri Giants,Yokohama BayStars,"[3, 2]"
Rakuten Gold. Eagles,Seibu Lions,"[3, 2]"
Hiroshima Carp,Yakult Swallows,"[4, 3]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[4, 5]"
Chunichi Dragons,Hanshin Tigers,"[3, 0]"
Chiba Lotte Marines,Orix Buffaloes,"[1, 0]"
Chunichi Dragons,Hanshin Tigers,"[10, 8]"
Hiroshima Carp,Yakult Swallows,"[1, 0]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[3, 2]"
Yomiuri Giants,Yokohama BayStars,"[6, 1]"
Rakuten Gold. Eagles,Seibu Lions,"[5, 0]"
Chiba Lotte Marines,Orix Buffaloes,"[6, 0]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[3, 1]"
Rakuten Gold. Eagles,Seibu Lions,"[4, 2]"
Chunichi Dragons,Hanshin Tigers,"[2, 6]"
Yomiuri Giants,Yokohama BayStars,"[0, 6]"
Chiba Lotte Marines,Orix Buffaloes,"[1, 5]"
Yomiuri Giants,Hanshin Tigers,"[0, 2]"
Yokohama BayStars,Hiroshima Carp,"[6, 1]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[5, 8]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[3, 16]"
Seibu Lions,Orix Buffaloes,"[3, 0]"
Yakult Swallows,Chunichi Dragons,"[4, 1]"
Yakult Swallows,Chunichi Dragons,"[4, 3]"
Yomiuri Giants,Hanshin Tigers,"[2, 1]"
Seibu Lions,Orix Buffaloes,"[1, 2]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[5, 4]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[4, 1]"
Yokohama BayStars,Hiroshima Carp,"[0, 3]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[6, 4]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[6, 2]"
Seibu Lions,Orix Buffaloes,"[6, 0]"
Yomiuri Giants,Hanshin Tigers,"[4, 3]"
Chiba Lotte Marines,Nippon Ham Fighters,"[1, 2]"
Chunichi Dragons,Yomiuri Giants,"[1, 0]"
Hanshin Tigers,Hiroshima Carp,"[0, 1]"
Orix Buffaloes,Rakuten Gold. Eagles,"[2, 3]"
Seibu Lions,Fukuoka S. Hawks,"[0, 4]"
Yakult Swallows,Yokohama BayStars,"[7, 8]"
Chunichi Dragons,Yomiuri Giants,"[3, 4]"
Seibu Lions,Fukuoka S. Hawks,"[5, 3]"
Yakult Swallows,Yokohama BayStars,"[6, 4]"
Chiba Lotte Marines,Nippon Ham Fighters,"[2, 10]"
Orix Buffaloes,Rakuten Gold. Eagles,"[2, 3]"
Hanshin Tigers,Hiroshima Carp,"[0, 1]"
Chunichi Dragons,Yomiuri Giants,"[1, 4]"
Orix Buffaloes,Rakuten Gold. Eagles,"[5, 12]"
Chiba Lotte Marines,Nippon Ham Fighters,"[6, 10]"
Seibu Lions,Fukuoka S. Hawks,"[0, 1]"
Hanshin Tigers,Hiroshima Carp,"[12, 3]"
Yakult Swallows,Yokohama BayStars,"[8, 7]"
Pacific league,Central league,"[6, 11]"
Central league,Pacific league,"[10, 16]"
Yokohama BayStars,Yomiuri Giants,"[2, 5]"
Yakult Swallows,Hiroshima Carp,"[6, 9]"
Nippon Ham Fighters,Seibu Lions,"[1, 1]"
Rakuten Gold. Eagles,Chiba Lotte Marines,"[1, 6]"
Hanshin Tigers,Chunichi Dragons,"[5, 1]"
Fukuoka S. Hawks,Orix Buffaloes,"[5, 1]"
Nippon Ham Fighters,Seibu Lions,"[1, 3]"
Fukuoka S. Hawks,Orix Buffaloes,"[3, 0]"
Hanshin Tigers,Chunichi Dragons,"[7, 3]"
Rakuten Gold. Eagles,Chiba Lotte Marines,"[3, 5]"
Yakult Swallows,Hiroshima Carp,"[3, 0]"
Yokohama BayStars,Yomiuri Giants,"[1, 2]"
Fukuoka S. Hawks,Orix Buffaloes,"[4, 1]"
Nippon Ham Fighters,Seibu Lions,"[9, 0]"
Rakuten Gold. Eagles,Chiba Lotte Marines,"[8, 7]"
Yakult Swallows,Hiroshima Carp,"[5, 4]"
Yokohama BayStars,Yomiuri Giants,"[0, 6]"
Hanshin Tigers,Chunichi Dragons,"[4, 3]"
Chiba Lotte Marines,Seibu Lions,"[7, 6]"
Chunichi Dragons,Yakult Swallows,"[6, 0]"
Hanshin Tigers,Yomiuri Giants,"[5, 1]"
Hiroshima Carp,Yokohama BayStars,"[6, 3]"
Nippon Ham Fighters,Orix Buffaloes,"[3, 3]"
Rakuten Gold. Eagles,Fukuoka S. Hawks,"[1, 10]"
Rakuten Gold. Eagles,Fukuoka S. Hawks,"[3, 2]"
Nippon Ham Fighters,Orix Buffaloes,"[9, 2]"
Hanshin Tigers,Yomiuri Giants,"[9, 6]"
Hiroshima Carp,Yokohama BayStars,"[2, 1]"
Chunichi Dragons,Yakult Swallows,"[1, 0]"
Chiba Lotte Marines,Seibu Lions,"[6, 2]"
Nippon Ham Fighters,Orix Buffaloes,"[7, 6]"
Chiba Lotte Marines,Seibu Lions,"[4, 1]"
Chunichi Dragons,Yakult Swallows,"[3, 2]"
Hanshin Tigers,Yomiuri Giants,"[9, 2]"
Hiroshima Carp,Yokohama BayStars,"[2, 1]"
Rakuten Gold. Eagles,Fukuoka S. Hawks,"[0, 7]"
Yomiuri Giants,Yakult Swallows,"[2, 4]"
Yokohama BayStars,Hanshin Tigers,"[2, 4]"
Orix Buffaloes,Chiba Lotte Marines,"[2, 3]"
Seibu Lions,Rakuten Gold. Eagles,"[2, 3]"
Hiroshima Carp,Chunichi Dragons,"[1, 0]"
Fukuoka S. Hawks,Nippon Ham Fighters,"[6, 4]"
Fukuoka S. Hawks,Nippon Ham Fighters,"[7, 8]"
Orix Buffaloes,Chiba Lotte Marines,"[5, 1]"
Seibu Lions,Rakuten Gold. Eagles,"[7, 0]"
Hiroshima Carp,Chunichi Dragons,"[4, 1]"
Yokohama BayStars,Hanshin Tigers,"[10, 4]"
Yomiuri Giants,Yakult Swallows,"[8, 4]"
Orix Buffaloes,Chiba Lotte Marines,"[0, 3]"
Fukuoka S. Hawks,Nippon Ham Fighters,"[3, 2]"
Yomiuri Giants,Yakult Swallows,"[4, 1]"
Seibu Lions,Rakuten Gold. Eagles,"[5, 10]"
Yokohama BayStars,Hanshin Tigers,"[0, 4]"
Hiroshima Carp,Chunichi Dragons,"[6, 4]"
Chiba Lotte Marines,Fukuoka S. Hawks,"[4, 6]"
Chunichi Dragons,Yokohama BayStars,"[6, 2]"
Orix Buffaloes,Seibu Lions,"[6, 2]"
Rakuten Gold. Eagles,Nippon Ham Fighters,"[1, 5]"
Yakult Swallows,Hanshin Tigers,"[5, 4]"
Yomiuri Giants,Hiroshima Carp,"[0, 5]"
Rakuten Gold. Eagles,Nippon Ham Fighters,"[0, 2]"
Yakult Swallows,Hanshin Tigers,"[4, 0]"
Yomiuri Giants,Hiroshima Carp,"[3, 3]"
Orix Buffaloes,Seibu Lions,"[3, 2]"
Chiba Lotte Marines,Fukuoka S. Hawks,"[6, 2]"
Chunichi Dragons,Yokohama BayStars,"[0, 0]"
Chiba Lotte Marines,Fukuoka S. Hawks,"[3, 6]"
Chunichi Dragons,Yokohama BayStars,"[2, 4]"
Orix Buffaloes,Seibu Lions,"[3, 0]"
Rakuten Gold. Eagles,Nippon Ham Fighters,"[4, 5]"
Yakult Swallows,Hanshin Tigers,"[3, 6]"
Yomiuri Giants,Hiroshima Carp,"[5, 0]"
Yokohama BayStars,Yakult Swallows,"[5, 2]"
Hanshin Tigers,Hiroshima Carp,"[3, 6]"
Chunichi Dragons,Yomiuri Giants,"[9, 2]"
Chunichi Dragons,Yomiuri Giants,"[0, 2]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[6, 13]"
Nippon Ham Fighters,Seibu Lions,"[5, 1]"
Chiba Lotte Marines,Orix Buffaloes,"[3, 1]"
Hanshin Tigers,Hiroshima Carp,"[1, 5]"
Yokohama BayStars,Yakult Swallows,"[14, 4]"
Nippon Ham Fighters,Seibu Lions,"[8, 7]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[5, 2]"
Chunichi Dragons,Yomiuri Giants,"[1, 3]"
Hanshin Tigers,Hiroshima Carp,"[4, 0]"
Yokohama BayStars,Yakult Swallows,"[4, 5]"
Chiba Lotte Marines,Orix Buffaloes,"[6, 1]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[14, 4]"
Nippon Ham Fighters,Seibu Lions,"[5, 1]"
Chiba Lotte Marines,Orix Buffaloes,"[0, 4]"
Hiroshima Carp,Yokohama BayStars,"[10, 3]"
Yakult Swallows,Chunichi Dragons,"[5, 4]"
Yomiuri Giants,Hanshin Tigers,"[1, 0]"
Seibu Lions,Fukuoka S. Hawks,"[1, 6]"
Yomiuri Giants,Hanshin Tigers,"[5, 8]"
Yakult Swallows,Chunichi Dragons,"[4, 5]"
Orix Buffaloes,Rakuten Gold. Eagles,"[0, 3]"
Nippon Ham Fighters,Chiba Lotte Marines,"[0, 6]"
Hiroshima Carp,Yokohama BayStars,"[0, 6]"
Hiroshima Carp,Yokohama BayStars,"[4, 3]"
Nippon Ham Fighters,Chiba Lotte Marines,"[4, 1]"
Orix Buffaloes,Rakuten Gold. Eagles,"[1, 6]"
Seibu Lions,Fukuoka S. Hawks,"[4, 1]"
Yakult Swallows,Chunichi Dragons,"[7, 6]"
Yomiuri Giants,Hanshin Tigers,"[4, 0]"
Nippon Ham Fighters,Chiba Lotte Marines,"[6, 1]"
Orix Buffaloes,Rakuten Gold. Eagles,"[3, 2]"
Seibu Lions,Fukuoka S. Hawks,"[2, 9]"
Orix Buffaloes,Nippon Ham Fighters,"[5, 1]"
Chunichi Dragons,Hanshin Tigers,"[2, 1]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[4, 0]"
Chunichi Dragons,Hanshin Tigers,"[5, 5]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[2, 5]"
Orix Buffaloes,Nippon Ham Fighters,"[3, 0]"
Rakuten Gold. Eagles,Seibu Lions,"[4, 11]"
Yakult Swallows,Hiroshima Carp,"[6, 3]"
Yokohama BayStars,Yomiuri Giants,"[1, 11]"
Orix Buffaloes,Nippon Ham Fighters,"[5, 2]"
Fukuoka S. Hawks,Chiba Lotte Marines,"[2, 1]"
Chunichi Dragons,Hanshin Tigers,"[8, 4]"
Rakuten Gold. Eagles,Seibu Lions,"[6, 1]"
Yakult Swallows,Hiroshima Carp,"[2, 8]"
Yokohama BayStars,Yomiuri Giants,"[2, 1]"
Yokohama BayStars,Chunichi Dragons,"[4, 2]"
Chiba Lotte Marines,Nippon Ham Fighters,"[3, 5]"
Hanshin Tigers,Yakult Swallows,"[8, 3]"
Rakuten Gold. Eagles,Fukuoka S. Hawks,"[3, 0]"
Seibu Lions,Orix Buffaloes,"[1, 0]"
Yomiuri Giants,Hiroshima Carp,"[3, 8]"
Yokohama BayStars,Chunichi Dragons,"[7, 1]"
Seibu Lions,Orix Buffaloes,"[1, 0]"
Yomiuri Giants,Hiroshima Carp,"[4, 1]"
Rakuten Gold. Eagles,Fukuoka S. Hawks,"[2, 1]"
Chiba Lotte Marines,Nippon Ham Fighters,"[1, 7]"
Hanshin Tigers,Yakult Swallows,"[10, 4]"
Yokohama BayStars,Chunichi Dragons,"[8, 9]"
Chiba Lotte Marines,Nippon Ham Fighters,"[3, 4]"
Hanshin Tigers,Yakult Swallows,"[2, 5]"
Seibu Lions,Orix Buffaloes,"[2, 1]"
Yomiuri Giants,Hiroshima Carp,"[1, 2]"
Hiroshima Carp,Hanshin Tigers,"[1, 3]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[5, 6]"
Orix Buffaloes,Chiba Lotte Marines,"[1, 0]"
Seibu Lions,Rakuten Gold. Eagles,"[1, 2]"
Yakult Swallows,Yokohama BayStars,"[2, 5]"
Yomiuri Giants,Chunichi Dragons,"[2, 8]"
Yomiuri Giants,Chunichi Dragons,"[6, 2]"
Orix Buffaloes,Chiba Lotte Marines,"[0, 1]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[6, 1]"
Seibu Lions,Rakuten Gold. Eagles,"[3, 2]"
Yakult Swallows,Yokohama BayStars,"[3, 0]"
Hiroshima Carp,Hanshin Tigers,"[2, 1]"
Nippon Ham Fighters,Fukuoka S. Hawks,"[5, 3]"
Orix Buffaloes,Chiba Lotte Marines,"[2, 0]"
Yomiuri Giants,Chunichi Dragons,"[2, 0]"
Seibu Lions,Rakuten Gold. Eagles,"[0, 2]"
Yakult Swallows,Yokohama BayStars,"[4, 10]"
Hiroshima Carp,Hanshin Tigers,"[5, 7]"
Yokohama BayStars,Hanshin Tigers,"[10, 4]"
Yakult Swallows,Yomiuri Giants,"[2, 5]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[3, 3]"
Fukuoka S. Hawks,Orix Buffaloes,"[3, 1]"
Chunichi Dragons,Hiroshima Carp,"[2, 1]"
Chiba Lotte Marines,Seibu Lions,"[2, 0]"
Yakult Swallows,Yomiuri Giants,"[2, 3]"
Yokohama BayStars,Hanshin Tigers,"[3, 2]"
Chiba Lotte Marines,Seibu Lions,"[4, 3]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[5, 9]"
Fukuoka S. Hawks,Orix Buffaloes,"[1, 4]"
Chunichi Dragons,Hiroshima Carp,"[1, 2]"
Chiba Lotte Marines,Seibu Lions,"[0, 8]"
Chunichi Dragons,Hiroshima Carp,"[5, 1]"
Chiba Lotte Marines,Fukuoka S. Hawks,"[6, 2]"
Rakuten Gold. Eagles,Orix Buffaloes,"[0, 2]"
Seibu Lions,Nippon Ham Fighters,"[2, 5]"
Seibu Lions,Nippon Ham Fighters,"[2, 1]"
Hiroshima Carp,Yakult Swallows,"[7, 0]"
Hanshin Tigers,Yomiuri Giants,"[4, 2]"
Rakuten Gold. Eagles,Orix Buffaloes,"[0, 6]"
Chiba Lotte Marines,Fukuoka S. Hawks,"[1, 4]"
Chiba Lotte Marines,Fukuoka S. Hawks,"[2, 10]"
Rakuten Gold. Eagles,Orix Buffaloes,"[2, 6]"
Seibu Lions,Nippon Ham Fighters,"[6, 5]"
Hanshin Tigers,Yomiuri Giants,"[1, 3]"
Hiroshima Carp,Yakult Swallows,"[5, 1]"
Rakuten Gold. Eagles,Orix Buffaloes,"[5, 2]"
Yomiuri Giants,Yakult Swallows,"[3, 4]"
Yokohama BayStars,Hiroshima Carp,"[5, 1]"
Hanshin Tigers,Chunichi Dragons,"[4, 1]"
Fukuoka S. Hawks,Nippon Ham Fighters,"[3, 6]"
Orix Buffaloes,Seibu Lions,"[3, 2]"
Fukuoka S. Hawks,Nippon Ham Fighters,"[5, 8]"
Hanshin Tigers,Chunichi Dragons,"[9, 4]"
Orix Buffaloes,Seibu Lions,"[4, 0]"
Yokohama BayStars,Hiroshima Carp,"[6, 1]"
Yomiuri Giants,Yakult Swallows,"[0, 3]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[3, 1]"
Hanshin Tigers,Chunichi Dragons,"[2, 1]"
Yokohama BayStars,Hiroshima Carp,"[4, 3]"
Yomiuri Giants,Yakult Swallows,"[3, 0]"
Nippon Ham Fighters,Orix Buffaloes,"[3, 2]"
Yakult Swallows,Hanshin Tigers,"[1, 9]"
Hiroshima Carp,Chunichi Dragons,"[0, 3]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[1, 2]"
Fukuoka S. Hawks,Seibu Lions,"[0, 1]"
Fukuoka S. Hawks,Seibu Lions,"[2, 3]"
Hiroshima Carp,Chunichi Dragons,"[2, 1]"
Nippon Ham Fighters,Orix Buffaloes,"[5, 1]"
Yomiuri Giants,Yokohama BayStars,"[3, 2]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[1, 4]"
Yakult Swallows,Hanshin Tigers,"[0, 6]"
Nippon Ham Fighters,Orix Buffaloes,"[4, 5]"
Fukuoka S. Hawks,Seibu Lions,"[3, 1]"
Hiroshima Carp,Chunichi Dragons,"[3, 4]"
Yomiuri Giants,Yokohama BayStars,"[0, 8]"
Yakult Swallows,Hanshin Tigers,"[5, 3]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[9, 5]"
Chunichi Dragons,Yakult Swallows,"[3, 1]"
Hanshin Tigers,Yokohama BayStars,"[7, 2]"
Hiroshima Carp,Yomiuri Giants,"[1, 6]"
Nippon Ham Fighters,Seibu Lions,"[1, 0]"
Orix Buffaloes,Chiba Lotte Marines,"[1, 4]"
Rakuten Gold. Eagles,Fukuoka S. Hawks,"[1, 4]"
Nippon Ham Fighters,Seibu Lions,"[3, 2]"
Orix Buffaloes,Chiba Lotte Marines,"[3, 12]"
Rakuten Gold. Eagles,Fukuoka S. Hawks,"[2, 9]"
Hiroshima Carp,Yomiuri Giants,"[2, 9]"
Hanshin Tigers,Yokohama BayStars,"[3, 4]"
Chunichi Dragons,Yakult Swallows,"[1, 8]"
Chunichi Dragons,Yakult Swallows,"[4, 9]"
Hiroshima Carp,Yomiuri Giants,"[0, 5]"
Seibu Lions,Rakuten Gold. Eagles,"[3, 7]"
Hanshin Tigers,Hiroshima Carp,"[7, 3]"
Orix Buffaloes,Fukuoka S. Hawks,"[3, 8]"
Seibu Lions,Chiba Lotte Marines,"[7, 6]"
Yakult Swallows,Yomiuri Giants,"[7, 2]"
Yokohama BayStars,Chunichi Dragons,"[5, 2]"
Rakuten Gold. Eagles,Nippon Ham Fighters,"[7, 5]"
Hanshin Tigers,Hiroshima Carp,"[4, 3]"
Yokohama BayStars,Chunichi Dragons,"[2, 4]"
Yomiuri Giants,Yakult Swallows,"[1, 4]"
Seibu Lions,Chiba Lotte Marines,"[0, 1]"
Orix Buffaloes,Fukuoka S. Hawks,"[1, 10]"
Orix Buffaloes,Fukuoka S. Hawks,"[0, 3]"
Hanshin Tigers,Yakult Swallows,"[2, 1]"
Hiroshima Carp,Yokohama BayStars,"[10, 2]"
Seibu Lions,Chiba Lotte Marines,"[7, 1]"
Yomiuri Giants,Chunichi Dragons,"[6, 3]"
Rakuten Gold. Eagles,Nippon Ham Fighters,"[6, 5]"
Seibu Lions,Chiba Lotte Marines,"[1, 0]"
Hanshin Tigers,Yakult Swallows,"[3, 0]"
Hiroshima Carp,Yokohama BayStars,"[2, 11]"
Orix Buffaloes,Fukuoka S. Hawks,"[0, 1]"
Yomiuri Giants,Chunichi Dragons,"[7, 1]"
Fukuoka S. Hawks,Nippon Ham Fighters,"[2, 3]"
Rakuten Gold. Eagles,Chiba Lotte Marines,"[5, 4]"
Chunichi Dragons,Hanshin Tigers,"[3, 8]"
Fukuoka S. Hawks,Nippon Ham Fighters,"[0, 3]"
Rakuten Gold. Eagles,Chiba Lotte Marines,"[8, 1]"
Seibu Lions,Orix Buffaloes,"[3, 1]"
Yakult Swallows,Hiroshima Carp,"[5, 4]"
Yomiuri Giants,Yokohama BayStars,"[2, 2]"
Yakult Swallows,Hiroshima Carp,"[5, 1]"
Yomiuri Giants,Yokohama BayStars,"[6, 0]"
Fukuoka S. Hawks,Orix Buffaloes,"[4, 0]"
Yokohama BayStars,Hanshin Tigers,"[9, 6]"
Yakult Swallows,Chunichi Dragons,"[6, 7]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[7, 3]"
Hiroshima Carp,Yomiuri Giants,"[2, 8]"
Hiroshima Carp,Yomiuri Giants,"[5, 4]"
Yokohama BayStars,Hanshin Tigers,"[5, 6]"
Chiba Lotte Marines,Seibu Lions,"[7, 1]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[3, 2]"
Orix Buffaloes,Nippon Ham Fighters,"[2, 1]"
Yakult Swallows,Chunichi Dragons,"[6, 7]"
Fukuoka S. Hawks,Rakuten Gold. Eagles,"[11, 5]"
Yokohama BayStars,Yakult Swallows,"[6, 3]"
Chiba Lotte Marines,Seibu Lions,"[7, 2]"
Chunichi Dragons,Hiroshima Carp,"[2, 1]"
Hanshin Tigers,Yomiuri Giants,"[1, 0]"
Orix Buffaloes,Nippon Ham Fighters,"[2, 3]"
Hanshin Tigers,Yomiuri Giants,"[0, 1]"
Chunichi Dragons,Hiroshima Carp,"[1, 0]"
Yokohama BayStars,Yakult Swallows,"[3, 4]"
Chiba Lotte Marines,Rakuten Gold. Eagles,"[0, 6]"
Orix Buffaloes,Fukuoka S. Hawks,"[4, 9]"
Seibu Lions,Nippon Ham Fighters,"[6, 4]"
Orix Buffaloes,Seibu Lions,"[2, 9]"
Hiroshima Carp,Yakult Swallows,"[1, 3]"
Fukuoka S. Hawks,Seibu Lions,"[2, 0]"
Nippon Ham Fighters,Rakuten Gold. Eagles,"[1, 3]"
Yokohama BayStars,Yomiuri Giants,"[1, 0]"
Hiroshima Carp,Yakult Swallows,"[4, 6]"
Yokohama BayStars,Yomiuri Giants,"[4, 12]"
