home,away,ft
Nashville Sounds,Charlotte Knights,"[5, 3]"
Worcester,Norfolk Tides,"[8, 9]"
Scranton/WB,Syracuse Mets,"[2, 10]"
Gwinnett Stripers,Jacksonville Jumbo Shrimp,"[1, 3]"
Buffalo Bisons,St. Paul,"[8, 3]"
Iowa Cubs,Indianapolis Indians,"[1, 6]"
Nashville Sounds,Charlotte Knights,"[3, 4]"
Omaha Storm Chasers,Columbus Clippers,"[7, 5]"
Durham Bulls,Memphis Redbirds,"[8, 5]"
Lehigh Valley IronPigs,Rochester Red Wings,"[2, 7]"
Indianapolis Indians,Omaha Storm Chasers,"[11, 3]"
Rochester Red Wings,St. Paul,"[6, 2]"
St. Paul,Rochester Red Wings,"[4, 1]"
Norfolk Tides,Gwinnett Stripers,"[2, 4]"
Syracuse Mets,Buffalo Bisons,"[5, 7]"
Charlotte Knights,Worcester,"[9, 4]"
Louisville Bats,Iowa Cubs,"[3, 2]"
Toledo Mud Hens,Scranton/WB,"[10, 0]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[8, 3]"
Columbus Clippers,Lehigh Valley IronPigs,"[3, 12]"
Memphis Redbirds,Nashville Sounds,"[2, 0]"
Toledo Mud Hens,Scranton/WB,"[2, 11]"
Rochester Red Wings,St. Paul,"[0, 5]"
Syracuse Mets,Buffalo Bisons,"[5, 3]"
Norfolk Tides,Gwinnett Stripers,"[2, 5]"
Louisville Bats,Iowa Cubs,"[3, 4]"
Indianapolis Indians,Omaha Storm Chasers,"[2, 8]"
Charlotte Knights,Worcester,"[2, 5]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[1, 12]"
Memphis Redbirds,Nashville Sounds,"[4, 9]"
Rochester Red Wings,St. Paul,"[6, 3]"
Norfolk Tides,Gwinnett Stripers,"[2, 7]"
Columbus Clippers,Lehigh Valley IronPigs,"[9, 6]"
Indianapolis Indians,Omaha Storm Chasers,"[2, 3]"
Toledo Mud Hens,Scranton/WB,"[2, 9]"
Syracuse Mets,Buffalo Bisons,"[4, 8]"
Louisville Bats,Iowa Cubs,"[10, 5]"
Charlotte Knights,Worcester,"[1, 4]"
Columbus Clippers,Lehigh Valley IronPigs,"[2, 10]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[6, 7]"
Omaha Storm Chasers,Indianapolis Indians,"[7, 1]"
Memphis Redbirds,Nashville Sounds,"[3, 1]"
Syracuse Mets,Buffalo Bisons,"[4, 2]"
Norfolk Tides,Gwinnett Stripers,"[7, 6]"
Rochester Red Wings,St. Paul,"[8, 2]"
Charlotte Knights,Worcester,"[4, 13]"
Toledo Mud Hens,Scranton/WB,"[1, 0]"
Indianapolis Indians,Omaha Storm Chasers,"[1, 4]"
Columbus Clippers,Lehigh Valley IronPigs,"[5, 2]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[4, 6]"
Louisville Bats,Iowa Cubs,"[4, 6]"
Memphis Redbirds,Nashville Sounds,"[2, 7]"
Charlotte Knights,Worcester,"[7, 5]"
Columbus Clippers,Lehigh Valley IronPigs,"[6, 8]"
Norfolk Tides,Gwinnett Stripers,"[2, 10]"
Syracuse Mets,Buffalo Bisons,"[5, 13]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[4, 7]"
Indianapolis Indians,Omaha Storm Chasers,"[2, 4]"
Rochester Red Wings,St. Paul,"[11, 8]"
Toledo Mud Hens,Scranton/WB,"[3, 2]"
Louisville Bats,Iowa Cubs,"[2, 3]"
Memphis Redbirds,Nashville Sounds,"[11, 3]"
Norfolk Tides,Gwinnett Stripers,"[3, 1]"
Syracuse Mets,Buffalo Bisons,"[7, 1]"
Rochester Red Wings,St. Paul,"[1, 8]"
Louisville Bats,Iowa Cubs,"[4, 2]"
Columbus Clippers,Lehigh Valley IronPigs,"[6, 7]"
Charlotte Knights,Worcester,"[3, 1]"
Indianapolis Indians,Omaha Storm Chasers,"[5, 8]"
Toledo Mud Hens,Scranton/WB,"[7, 2]"
Memphis Redbirds,Nashville Sounds,"[2, 9]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[1, 3]"
Scranton/WB,Norfolk Tides,"[2, 4]"
Durham Bulls,Gwinnett Stripers,"[10, 3]"
Worcester,Rochester Red Wings,"[4, 11]"
Lehigh Valley IronPigs,Buffalo Bisons,"[5, 3]"
Indianapolis Indians,Columbus Clippers,"[4, 15]"
Nashville Sounds,Louisville Bats,"[5, 0]"
Omaha Storm Chasers,Memphis Redbirds,"[4, 3]"
Iowa Cubs,Toledo Mud Hens,"[10, 2]"
Indianapolis Indians,Columbus Clippers,"[11, 6]"
Iowa Cubs,Toledo Mud Hens,"[8, 10]"
Scranton/WB,Norfolk Tides,"[7, 6]"
Durham Bulls,Gwinnett Stripers,"[5, 3]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[1, 2]"
Worcester,Rochester Red Wings,"[6, 9]"
Lehigh Valley IronPigs,Buffalo Bisons,"[3, 1]"
Omaha Storm Chasers,Memphis Redbirds,"[3, 2]"
St. Paul,Syracuse Mets,"[5, 1]"
Worcester,Rochester Red Wings,"[13, 4]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[3, 2]"
St. Paul,Syracuse Mets,"[5, 3]"
Nashville Sounds,Louisville Bats,"[4, 5]"
Scranton/WB,Norfolk Tides,"[3, 9]"
Durham Bulls,Gwinnett Stripers,"[3, 17]"
Lehigh Valley IronPigs,Buffalo Bisons,"[7, 6]"
Indianapolis Indians,Columbus Clippers,"[5, 23]"
Nashville Sounds,Louisville Bats,"[10, 3]"
Iowa Cubs,Toledo Mud Hens,"[4, 8]"
Omaha Storm Chasers,Memphis Redbirds,"[16, 6]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[14, 9]"
St. Paul,Syracuse Mets,"[4, 9]"
Scranton/WB,Norfolk Tides,"[10, 0]"
Durham Bulls,Gwinnett Stripers,"[1, 10]"
Worcester,Rochester Red Wings,"[7, 4]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[4, 10]"
Lehigh Valley IronPigs,Buffalo Bisons,"[2, 5]"
Indianapolis Indians,Columbus Clippers,"[3, 7]"
Nashville Sounds,Louisville Bats,"[6, 5]"
Omaha Storm Chasers,Memphis Redbirds,"[4, 13]"
St. Paul,Syracuse Mets,"[2, 3]"
Iowa Cubs,Toledo Mud Hens,"[4, 2]"
Worcester,Rochester Red Wings,"[8, 2]"
Scranton/WB,Norfolk Tides,"[10, 7]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[2, 7]"
Lehigh Valley IronPigs,Buffalo Bisons,"[9, 3]"
Durham Bulls,Gwinnett Stripers,"[7, 3]"
Omaha Storm Chasers,Memphis Redbirds,"[0, 6]"
Indianapolis Indians,Columbus Clippers,"[4, 3]"
St. Paul,Syracuse Mets,"[3, 8]"
Iowa Cubs,Toledo Mud Hens,"[5, 4]"
Nashville Sounds,Louisville Bats,"[2, 4]"
Worcester,Rochester Red Wings,"[5, 8]"
Scranton/WB,Norfolk Tides,"[12, 11]"
Lehigh Valley IronPigs,Buffalo Bisons,"[4, 6]"
Indianapolis Indians,Columbus Clippers,"[3, 8]"
Iowa Cubs,Toledo Mud Hens,"[3, 6]"
Nashville Sounds,Louisville Bats,"[14, 3]"
St. Paul,Syracuse Mets,"[4, 7]"
Durham Bulls,Gwinnett Stripers,"[11, 2]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[4, 7]"
Omaha Storm Chasers,Memphis Redbirds,"[0, 2]"
Syracuse Mets,Lehigh Valley IronPigs,"[8, 3]"
Norfolk Tides,Memphis Redbirds,"[1, 4]"
Louisville Bats,St. Paul,"[2, 3]"
Durham Bulls,Charlotte Knights,"[6, 8]"
Buffalo Bisons,Worcester,"[3, 2]"
Rochester Red Wings,Scranton/WB,"[0, 10]"
Toledo Mud Hens,Omaha Storm Chasers,"[10, 3]"
Jacksonville Jumbo Shrimp,Indianapolis Indians,"[2, 1]"
Columbus Clippers,Iowa Cubs,"[3, 2]"
Gwinnett Stripers,Nashville Sounds,"[13, 9]"
Syracuse Mets,Lehigh Valley IronPigs,"[3, 5]"
Louisville Bats,St. Paul,"[2, 7]"
Gwinnett Stripers,Nashville Sounds,"[2, 4]"
Columbus Clippers,Iowa Cubs,"[6, 3]"
Rochester Red Wings,Scranton/WB,"[0, 3]"
Norfolk Tides,Memphis Redbirds,"[5, 4]"
Durham Bulls,Charlotte Knights,"[7, 0]"
Buffalo Bisons,Worcester,"[5, 2]"
Toledo Mud Hens,Omaha Storm Chasers,"[5, 7]"
Jacksonville Jumbo Shrimp,Indianapolis Indians,"[3, 1]"
Norfolk Tides,Memphis Redbirds,"[3, 5]"
Syracuse Mets,Lehigh Valley IronPigs,"[14, 4]"
Louisville Bats,St. Paul,"[4, 18]"
Durham Bulls,Charlotte Knights,"[4, 3]"
Buffalo Bisons,Worcester,"[1, 14]"
Rochester Red Wings,Scranton/WB,"[5, 4]"
Jacksonville Jumbo Shrimp,Indianapolis Indians,"[1, 4]"
Gwinnett Stripers,Nashville Sounds,"[8, 7]"
Columbus Clippers,Iowa Cubs,"[9, 7]"
Toledo Mud Hens,Omaha Storm Chasers,"[2, 5]"
Norfolk Tides,Memphis Redbirds,"[9, 2]"
Syracuse Mets,Lehigh Valley IronPigs,"[7, 3]"
Durham Bulls,Charlotte Knights,"[5, 2]"
Rochester Red Wings,Scranton/WB,"[2, 1]"
Jacksonville Jumbo Shrimp,Indianapolis Indians,"[2, 3]"
Gwinnett Stripers,Nashville Sounds,"[12, 0]"
Columbus Clippers,Iowa Cubs,"[6, 3]"
Buffalo Bisons,Worcester,"[8, 3]"
Louisville Bats,St. Paul,"[5, 9]"
Toledo Mud Hens,Omaha Storm Chasers,"[2, 6]"
Gwinnett Stripers,Nashville Sounds,"[4, 3]"
Syracuse Mets,Lehigh Valley IronPigs,"[2, 4]"
Norfolk Tides,Memphis Redbirds,"[6, 2]"
Jacksonville Jumbo Shrimp,Indianapolis Indians,"[2, 6]"
Durham Bulls,Charlotte Knights,"[4, 6]"
Buffalo Bisons,Worcester,"[2, 4]"
Rochester Red Wings,Scranton/WB,"[7, 3]"
Toledo Mud Hens,Omaha Storm Chasers,"[4, 7]"
Columbus Clippers,Iowa Cubs,"[2, 3]"
Louisville Bats,St. Paul,"[1, 3]"
Norfolk Tides,Memphis Redbirds,"[1, 6]"
Syracuse Mets,Lehigh Valley IronPigs,"[9, 3]"
Rochester Red Wings,Scranton/WB,"[8, 1]"
Louisville Bats,St. Paul,"[3, 6]"
Gwinnett Stripers,Nashville Sounds,"[5, 4]"
Columbus Clippers,Iowa Cubs,"[6, 11]"
Buffalo Bisons,Worcester,"[6, 12]"
Toledo Mud Hens,Omaha Storm Chasers,"[1, 2]"
Jacksonville Jumbo Shrimp,Indianapolis Indians,"[5, 0]"
Durham Bulls,Charlotte Knights,"[0, 2]"
Omaha Storm Chasers,Louisville Bats,"[9, 4]"
Memphis Redbirds,Jacksonville Jumbo Shrimp,"[4, 7]"
Syracuse Mets,Rochester Red Wings,"[12, 2]"
Scranton/WB,Buffalo Bisons,"[11, 10]"
Worcester,Columbus Clippers,"[4, 16]"
Charlotte Knights,Gwinnett Stripers,"[4, 3]"
Lehigh Valley IronPigs,Norfolk Tides,"[9, 5]"
Indianapolis Indians,Iowa Cubs,"[4, 2]"
Nashville Sounds,Durham Bulls,"[4, 6]"
St. Paul,Toledo Mud Hens,"[5, 4]"
St. Paul,Toledo Mud Hens,"[8, 7]"
Syracuse Mets,Rochester Red Wings,"[8, 2]"
Scranton/WB,Buffalo Bisons,"[8, 2]"
Worcester,Columbus Clippers,"[10, 4]"
Charlotte Knights,Gwinnett Stripers,"[9, 3]"
Lehigh Valley IronPigs,Norfolk Tides,"[4, 3]"
Indianapolis Indians,Iowa Cubs,"[2, 0]"
Nashville Sounds,Durham Bulls,"[9, 4]"
Omaha Storm Chasers,Louisville Bats,"[7, 1]"
Memphis Redbirds,Jacksonville Jumbo Shrimp,"[3, 2]"
Syracuse Mets,Rochester Red Wings,"[8, 6]"
Scranton/WB,Buffalo Bisons,"[4, 9]"
Worcester,Columbus Clippers,"[6, 7]"
Charlotte Knights,Gwinnett Stripers,"[7, 5]"
Lehigh Valley IronPigs,Norfolk Tides,"[9, 7]"
Indianapolis Indians,Iowa Cubs,"[0, 1]"
Nashville Sounds,Durham Bulls,"[3, 4]"
Omaha Storm Chasers,Louisville Bats,"[1, 4]"
Memphis Redbirds,Jacksonville Jumbo Shrimp,"[5, 2]"
St. Paul,Toledo Mud Hens,"[8, 5]"
Syracuse Mets,Rochester Red Wings,"[3, 1]"
Worcester,Columbus Clippers,"[6, 2]"
Charlotte Knights,Gwinnett Stripers,"[4, 0]"
Lehigh Valley IronPigs,Norfolk Tides,"[7, 3]"
Indianapolis Indians,Iowa Cubs,"[5, 2]"
Nashville Sounds,Durham Bulls,"[7, 4]"
Omaha Storm Chasers,Louisville Bats,"[3, 5]"
Memphis Redbirds,Jacksonville Jumbo Shrimp,"[3, 6]"
St. Paul,Toledo Mud Hens,"[4, 2]"
Scranton/WB,Buffalo Bisons,"[10, 21]"
Worcester,Columbus Clippers,"[2, 0]"
Charlotte Knights,Gwinnett Stripers,"[2, 9]"
Syracuse Mets,Rochester Red Wings,"[1, 9]"
Lehigh Valley IronPigs,Norfolk Tides,"[8, 14]"
Omaha Storm Chasers,Louisville Bats,"[4, 5]"
Indianapolis Indians,Iowa Cubs,"[2, 3]"
Nashville Sounds,Durham Bulls,"[4, 14]"
Memphis Redbirds,Jacksonville Jumbo Shrimp,"[1, 3]"
St. Paul,Toledo Mud Hens,"[9, 7]"
Scranton/WB,Buffalo Bisons,"[18, 9]"
Worcester,Columbus Clippers,"[7, 9]"
Syracuse Mets,Rochester Red Wings,"[2, 3]"
Lehigh Valley IronPigs,Norfolk Tides,"[7, 6]"
Indianapolis Indians,Iowa Cubs,"[6, 4]"
Memphis Redbirds,Jacksonville Jumbo Shrimp,"[6, 7]"
Nashville Sounds,Durham Bulls,"[5, 4]"
St. Paul,Toledo Mud Hens,"[9, 20]"
Charlotte Knights,Gwinnett Stripers,"[7, 5]"
Omaha Storm Chasers,Louisville Bats,"[2, 4]"
Norfolk Tides,Charlotte Knights,"[2, 4]"
Scranton/WB,Worcester,"[5, 6]"
Durham Bulls,Lehigh Valley IronPigs,"[2, 9]"
Buffalo Bisons,Syracuse Mets,"[2, 10]"
Rochester Red Wings,Indianapolis Indians,"[3, 1]"
Toledo Mud Hens,Louisville Bats,"[14, 4]"
Jacksonville Jumbo Shrimp,Nashville Sounds,"[2, 0]"
Gwinnett Stripers,Memphis Redbirds,"[5, 1]"
Columbus Clippers,Omaha Storm Chasers,"[1, 6]"
Iowa Cubs,St. Paul,"[5, 6]"
Jacksonville Jumbo Shrimp,Nashville Sounds,"[11, 12]"
Buffalo Bisons,Syracuse Mets,"[4, 7]"
Iowa Cubs,St. Paul,"[7, 9]"
Norfolk Tides,Charlotte Knights,"[4, 6]"
Durham Bulls,Lehigh Valley IronPigs,"[7, 2]"
Gwinnett Stripers,Memphis Redbirds,"[4, 6]"
Norfolk Tides,Charlotte Knights,"[14, 4]"
Columbus Clippers,Omaha Storm Chasers,"[8, 3]"
Rochester Red Wings,Indianapolis Indians,"[4, 3]"
Rochester Red Wings,Indianapolis Indians,"[5, 4]"
Scranton/WB,Worcester,"[3, 8]"
Scranton/WB,Worcester,"[6, 5]"
Durham Bulls,Lehigh Valley IronPigs,"[6, 5]"
Buffalo Bisons,Syracuse Mets,"[5, 1]"
Toledo Mud Hens,Louisville Bats,"[9, 4]"
Jacksonville Jumbo Shrimp,Nashville Sounds,"[10, 0]"
Gwinnett Stripers,Memphis Redbirds,"[0, 4]"
Iowa Cubs,St. Paul,"[11, 9]"
Columbus Clippers,Omaha Storm Chasers,"[5, 4]"
Toledo Mud Hens,Louisville Bats,"[2, 4]"
Scranton/WB,Worcester,"[7, 5]"
Norfolk Tides,Charlotte Knights,"[2, 9]"
Durham Bulls,Lehigh Valley IronPigs,"[3, 9]"
Rochester Red Wings,Indianapolis Indians,"[14, 7]"
Jacksonville Jumbo Shrimp,Nashville Sounds,"[2, 6]"
Columbus Clippers,Omaha Storm Chasers,"[5, 0]"
Buffalo Bisons,Syracuse Mets,"[4, 9]"
Gwinnett Stripers,Memphis Redbirds,"[4, 8]"
Toledo Mud Hens,Louisville Bats,"[5, 6]"
Iowa Cubs,St. Paul,"[8, 1]"
Gwinnett Stripers,Memphis Redbirds,"[5, 4]"
Jacksonville Jumbo Shrimp,Nashville Sounds,"[6, 4]"
Norfolk Tides,Charlotte Knights,"[1, 0]"
Durham Bulls,Lehigh Valley IronPigs,"[4, 10]"
Buffalo Bisons,Syracuse Mets,"[5, 8]"
Rochester Red Wings,Indianapolis Indians,"[4, 13]"
Toledo Mud Hens,Louisville Bats,"[2, 0]"
Columbus Clippers,Omaha Storm Chasers,"[5, 7]"
Iowa Cubs,St. Paul,"[2, 8]"
Scranton/WB,Worcester,"[5, 15]"
Rochester Red Wings,Indianapolis Indians,"[12, 8]"
Gwinnett Stripers,Memphis Redbirds,"[5, 8]"
Columbus Clippers,Omaha Storm Chasers,"[9, 12]"
Buffalo Bisons,Syracuse Mets,"[8, 3]"
Jacksonville Jumbo Shrimp,Nashville Sounds,"[6, 7]"
Iowa Cubs,St. Paul,"[9, 1]"
Toledo Mud Hens,Louisville Bats,"[0, 2]"
Durham Bulls,Lehigh Valley IronPigs,"[3, 6]"
Norfolk Tides,Durham Bulls,"[3, 2]"
Syracuse Mets,Worcester,"[3, 5]"
Buffalo Bisons,Rochester Red Wings,"[8, 7]"
Louisville Bats,Indianapolis Indians,"[2, 3]"
Toledo Mud Hens,Columbus Clippers,"[3, 5]"
Jacksonville Jumbo Shrimp,Charlotte Knights,"[2, 6]"
Omaha Storm Chasers,Iowa Cubs,"[5, 1]"
Memphis Redbirds,Nashville Sounds,"[1, 6]"
Syracuse Mets,Worcester,"[4, 16]"
Norfolk Tides,Durham Bulls,"[12, 13]"
Louisville Bats,Indianapolis Indians,"[2, 8]"
Buffalo Bisons,Rochester Red Wings,"[4, 10]"
Lehigh Valley IronPigs,Scranton/WB,"[5, 3]"
Toledo Mud Hens,Columbus Clippers,"[5, 2]"
Jacksonville Jumbo Shrimp,Charlotte Knights,"[8, 0]"
Omaha Storm Chasers,Iowa Cubs,"[3, 4]"
Memphis Redbirds,Nashville Sounds,"[13, 11]"
St. Paul,Gwinnett Stripers,"[5, 2]"
Lehigh Valley IronPigs,Scranton/WB,"[4, 2]"
Syracuse Mets,Worcester,"[8, 6]"
Jacksonville Jumbo Shrimp,Charlotte Knights,"[3, 2]"
Buffalo Bisons,Rochester Red Wings,"[1, 3]"
Norfolk Tides,Durham Bulls,"[2, 3]"
Memphis Redbirds,Nashville Sounds,"[3, 4]"
Toledo Mud Hens,Columbus Clippers,"[2, 4]"
Lehigh Valley IronPigs,Scranton/WB,"[6, 9]"
St. Paul,Gwinnett Stripers,"[6, 21]"
Omaha Storm Chasers,Iowa Cubs,"[7, 3]"
Columbus Clippers,Toledo Mud Hens,"[3, 5]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[8, 3]"
Durham Bulls,Norfolk Tides,"[7, 17]"
Indianapolis Indians,Louisville Bats,"[5, 3]"
Scranton/WB,Lehigh Valley IronPigs,"[5, 7]"
Rochester Red Wings,Buffalo Bisons,"[11, 2]"
Worcester,Syracuse Mets,"[1, 9]"
Nashville Sounds,Memphis Redbirds,"[3, 10]"
St. Paul,Gwinnett Stripers,"[0, 11]"
Iowa Cubs,Omaha Storm Chasers,"[5, 4]"
Scranton/WB,Lehigh Valley IronPigs,"[7, 5]"
Durham Bulls,Norfolk Tides,"[5, 2]"
Rochester Red Wings,Buffalo Bisons,"[7, 3]"
Worcester,Syracuse Mets,"[2, 4]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[3, 5]"
Columbus Clippers,Toledo Mud Hens,"[4, 3]"
Indianapolis Indians,Louisville Bats,"[7, 6]"
Nashville Sounds,Memphis Redbirds,"[4, 7]"
St. Paul,Gwinnett Stripers,"[11, 5]"
Iowa Cubs,Omaha Storm Chasers,"[6, 5]"
Worcester,Syracuse Mets,"[4, 0]"
Columbus Clippers,Toledo Mud Hens,"[5, 6]"
Rochester Red Wings,Buffalo Bisons,"[7, 6]"
Scranton/WB,Lehigh Valley IronPigs,"[3, 5]"
Durham Bulls,Norfolk Tides,"[14, 5]"
Indianapolis Indians,Louisville Bats,"[5, 8]"
Iowa Cubs,Omaha Storm Chasers,"[6, 5]"
Nashville Sounds,Memphis Redbirds,"[4, 1]"
St. Paul,Gwinnett Stripers,"[1, 4]"
St. Paul,Gwinnett Stripers,"[4, 3]"
Lehigh Valley IronPigs,Buffalo Bisons,"[5, 7]"
Syracuse Mets,Scranton/WB,"[6, 8]"
Louisville Bats,St. Paul,"[8, 1]"
Worcester,Rochester Red Wings,"[1, 5]"
Charlotte Knights,Durham Bulls,"[7, 10]"
Gwinnett Stripers,Jacksonville Jumbo Shrimp,"[3, 2]"
Nashville Sounds,Iowa Cubs,"[3, 1]"
Memphis Redbirds,Norfolk Tides,"[4, 6]"
Omaha Storm Chasers,Toledo Mud Hens,"[9, 7]"
Gwinnett Stripers,Jacksonville Jumbo Shrimp,"[10, 5]"
Charlotte Knights,Durham Bulls,"[4, 7]"
Worcester,Rochester Red Wings,"[7, 6]"
Omaha Storm Chasers,Toledo Mud Hens,"[10, 9]"
Indianapolis Indians,Columbus Clippers,"[1, 3]"
Louisville Bats,St. Paul,"[6, 5]"
Lehigh Valley IronPigs,Buffalo Bisons,"[12, 5]"
Nashville Sounds,Iowa Cubs,"[11, 2]"
Memphis Redbirds,Norfolk Tides,"[7, 2]"
Syracuse Mets,Scranton/WB,"[6, 5]"
Louisville Bats,St. Paul,"[3, 2]"
Syracuse Mets,Scranton/WB,"[2, 1]"
Worcester,Rochester Red Wings,"[3, 6]"
Charlotte Knights,Durham Bulls,"[0, 3]"
Gwinnett Stripers,Jacksonville Jumbo Shrimp,"[1, 3]"
Lehigh Valley IronPigs,Buffalo Bisons,"[8, 6]"
Nashville Sounds,Iowa Cubs,"[10, 4]"
Memphis Redbirds,Norfolk Tides,"[2, 3]"
Omaha Storm Chasers,Toledo Mud Hens,"[4, 0]"
Indianapolis Indians,Columbus Clippers,"[5, 2]"
Syracuse Mets,Scranton/WB,"[4, 3]"
Worcester,Rochester Red Wings,"[12, 5]"
Charlotte Knights,Durham Bulls,"[9, 4]"
Indianapolis Indians,Columbus Clippers,"[2, 8]"
Lehigh Valley IronPigs,Buffalo Bisons,"[4, 2]"
Gwinnett Stripers,Jacksonville Jumbo Shrimp,"[7, 6]"
Louisville Bats,St. Paul,"[5, 1]"
Nashville Sounds,Iowa Cubs,"[5, 2]"
Omaha Storm Chasers,Toledo Mud Hens,"[6, 12]"
Memphis Redbirds,Norfolk Tides,"[1, 11]"
Worcester,Rochester Red Wings,"[3, 4]"
Gwinnett Stripers,Jacksonville Jumbo Shrimp,"[4, 3]"
Charlotte Knights,Durham Bulls,"[7, 5]"
Syracuse Mets,Scranton/WB,"[7, 4]"
Lehigh Valley IronPigs,Buffalo Bisons,"[7, 2]"
Omaha Storm Chasers,Toledo Mud Hens,"[18, 4]"
Indianapolis Indians,Columbus Clippers,"[3, 4]"
Louisville Bats,St. Paul,"[5, 4]"
Nashville Sounds,Iowa Cubs,"[3, 4]"
Memphis Redbirds,Norfolk Tides,"[7, 12]"
Worcester,Rochester Red Wings,"[5, 0]"
Syracuse Mets,Scranton/WB,"[2, 3]"
Louisville Bats,St. Paul,"[9, 4]"
Lehigh Valley IronPigs,Buffalo Bisons,"[0, 1]"
Gwinnett Stripers,Jacksonville Jumbo Shrimp,"[1, 2]"
Indianapolis Indians,Columbus Clippers,"[5, 6]"
Nashville Sounds,Iowa Cubs,"[3, 2]"
Memphis Redbirds,Norfolk Tides,"[8, 5]"
Charlotte Knights,Durham Bulls,"[9, 5]"
Omaha Storm Chasers,Toledo Mud Hens,"[6, 3]"
Norfolk Tides,Nashville Sounds,"[12, 11]"
Syracuse Mets,Rochester Red Wings,"[13, 2]"
Toledo Mud Hens,St. Paul,"[6, 8]"
Lehigh Valley IronPigs,Worcester,"[3, 14]"
Buffalo Bisons,Scranton/WB,"[1, 0]"
Louisville Bats,Columbus Clippers,"[4, 6]"
Omaha Storm Chasers,Indianapolis Indians,"[1, 8]"
Memphis Redbirds,Iowa Cubs,"[3, 4]"
Gwinnett Stripers,Charlotte Knights,"[4, 5]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[3, 2]"
Gwinnett Stripers,Charlotte Knights,"[0, 2]"
Syracuse Mets,Rochester Red Wings,"[8, 5]"
Buffalo Bisons,Scranton/WB,"[3, 8]"
Lehigh Valley IronPigs,Worcester,"[4, 3]"
Omaha Storm Chasers,Indianapolis Indians,"[7, 4]"
Toledo Mud Hens,St. Paul,"[3, 11]"
Louisville Bats,Columbus Clippers,"[6, 4]"
Memphis Redbirds,Iowa Cubs,"[2, 1]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[6, 4]"
Syracuse Mets,Rochester Red Wings,"[4, 3]"
Gwinnett Stripers,Charlotte Knights,"[10, 2]"
Buffalo Bisons,Scranton/WB,"[0, 4]"
Lehigh Valley IronPigs,Worcester,"[6, 4]"
Norfolk Tides,Nashville Sounds,"[2, 3]"
Memphis Redbirds,Iowa Cubs,"[3, 4]"
Norfolk Tides,Nashville Sounds,"[9, 1]"
Toledo Mud Hens,St. Paul,"[3, 10]"
Jacksonville Jumbo Shrimp,Durham Bulls,"[6, 2]"
Omaha Storm Chasers,Indianapolis Indians,"[3, 2]"
Louisville Bats,Columbus Clippers,"[2, 5]"
Columbus Clippers,Memphis Redbirds,"[8, 6]"
Scranton/WB,Worcester,"[8, 4]"
Durham Bulls,Gwinnett Stripers,"[3, 11]"
Buffalo Bisons,Syracuse Mets,"[7, 6]"
Rochester Red Wings,Lehigh Valley IronPigs,"[4, 3]"
Toledo Mud Hens,Louisville Bats,"[11, 10]"
Nashville Sounds,Charlotte Knights,"[2, 7]"
Iowa Cubs,Indianapolis Indians,"[6, 13]"
St. Paul,Omaha Storm Chasers,"[1, 3]"
Columbus Clippers,Memphis Redbirds,"[2, 1]"
Buffalo Bisons,Syracuse Mets,"[6, 2]"
Iowa Cubs,Indianapolis Indians,"[3, 14]"
St. Paul,Omaha Storm Chasers,"[6, 2]"
Scranton/WB,Worcester,"[8, 1]"
Norfolk Tides,Jacksonville Jumbo Shrimp,"[6, 5]"
Rochester Red Wings,Lehigh Valley IronPigs,"[2, 10]"
Durham Bulls,Gwinnett Stripers,"[7, 6]"
Scranton/WB,Worcester,"[4, 7]"
Toledo Mud Hens,Louisville Bats,"[9, 4]"
Norfolk Tides,Jacksonville Jumbo Shrimp,"[0, 1]"
Nashville Sounds,Charlotte Knights,"[5, 3]"
Rochester Red Wings,Lehigh Valley IronPigs,"[4, 11]"
Scranton/WB,Worcester,"[7, 2]"
Durham Bulls,Gwinnett Stripers,"[2, 6]"
Buffalo Bisons,Syracuse Mets,"[6, 4]"
Toledo Mud Hens,Louisville Bats,"[4, 0]"
Columbus Clippers,Memphis Redbirds,"[5, 6]"
Nashville Sounds,Charlotte Knights,"[6, 5]"
Iowa Cubs,Indianapolis Indians,"[2, 7]"
St. Paul,Omaha Storm Chasers,"[5, 2]"
Norfolk Tides,Jacksonville Jumbo Shrimp,"[3, 4]"
Scranton/WB,Worcester,"[8, 5]"
Durham Bulls,Gwinnett Stripers,"[5, 10]"
Rochester Red Wings,Lehigh Valley IronPigs,"[10, 6]"
Toledo Mud Hens,Louisville Bats,"[7, 4]"
Columbus Clippers,Memphis Redbirds,"[5, 3]"
