home,away,ft
KT Wiz Suwon,Hanwha Eagles,"[4, 6]"
LG Twins,Samsung Lions,"[1, 7]"
SSG Landers,Lotte Giants,"[11, 5]"
LG Twins,Samsung Lions,"[11, 5]"
SSG Landers,Lotte Giants,"[12, 11]"
KT Wiz Suwon,Hanwha Eagles,"[7, 18]"
KIA Tigers,Doosan Bears,"[6, 30]"
Kiwoom Heroes,NC Dinos,"[0, 9]"
KIA Tigers,Doosan Bears,"[0, 1]"
Kiwoom Heroes,NC Dinos,"[14, 9]"
KT Wiz Suwon,Hanwha Eagles,"[8, 14]"
LG Twins,Samsung Lions,"[0, 7]"
SSG Landers,Lotte Giants,"[2, 4]"
NC Dinos,KT Wiz Suwon,"[7, 9]"
Samsung Lions,SSG Landers,"[4, 3]"
Hanwha Eagles,KIA Tigers,"[10, 3]"
Doosan Bears,Kiwoom Heroes,"[4, 6]"
Doosan Bears,Kiwoom Heroes,"[5, 15]"
Hanwha Eagles,KIA Tigers,"[3, 7]"
Lotte Giants,LG Twins,"[8, 3]"
Samsung Lions,SSG Landers,"[12, 4]"
NC Dinos,KT Wiz Suwon,"[15, 5]"
Samsung Lions,SSG Landers,"[8, 3]"
Samsung Lions,Hanwha Eagles,"[5, 8]"
Lotte Giants,NC Dinos,"[6, 5]"
KIA Tigers,KT Wiz Suwon,"[2, 0]"
Kiwoom Heroes,SSG Landers,"[2, 6]"
Doosan Bears,LG Twins,"[7, 6]"
Doosan Bears,LG Twins,"[8, 4]"
Samsung Lions,Hanwha Eagles,"[10, 6]"
KIA Tigers,KT Wiz Suwon,"[2, 13]"
Lotte Giants,NC Dinos,"[14, 7]"
Kiwoom Heroes,SSG Landers,"[2, 6]"
Doosan Bears,LG Twins,"[3, 10]"
KIA Tigers,KT Wiz Suwon,"[0, 1]"
Kiwoom Heroes,SSG Landers,"[3, 0]"
Samsung Lions,Hanwha Eagles,"[4, 6]"
SSG Landers,Doosan Bears,"[11, 13]"
LG Twins,NC Dinos,"[10, 9]"
KT Wiz Suwon,Lotte Giants,"[10, 6]"
KIA Tigers,Samsung Lions,"[9, 8]"
Hanwha Eagles,Kiwoom Heroes,"[7, 5]"
Hanwha Eagles,Kiwoom Heroes,"[1, 3]"
KT Wiz Suwon,Lotte Giants,"[0, 2]"
LG Twins,NC Dinos,"[9, 3]"
SSG Landers,Doosan Bears,"[6, 10]"
LG Twins,NC Dinos,"[4, 3]"
SSG Landers,Doosan Bears,"[11, 9]"
KIA Tigers,Samsung Lions,"[4, 5]"
KT Wiz Suwon,Lotte Giants,"[7, 9]"
Hanwha Eagles,Kiwoom Heroes,"[3, 7]"
Hanwha Eagles,LG Twins,"[2, 3]"
Kiwoom Heroes,KIA Tigers,"[0, 2]"
NC Dinos,SSG Landers,"[0, 2]"
Samsung Lions,KT Wiz Suwon,"[7, 2]"
Samsung Lions,KT Wiz Suwon,"[3, 1]"
Hanwha Eagles,LG Twins,"[9, 5]"
Doosan Bears,Lotte Giants,"[2, 12]"
Kiwoom Heroes,KIA Tigers,"[2, 1]"
Kiwoom Heroes,KIA Tigers,"[1, 12]"
Doosan Bears,Lotte Giants,"[4, 3]"
Hanwha Eagles,LG Twins,"[3, 17]"
NC Dinos,SSG Landers,"[5, 10]"
Samsung Lions,KT Wiz Suwon,"[3, 5]"
NC Dinos,Samsung Lions,"[3, 7]"
SSG Landers,Hanwha Eagles,"[1, 2]"
LG Twins,KIA Tigers,"[2, 3]"
Lotte Giants,Kiwoom Heroes,"[4, 0]"
KT Wiz Suwon,Doosan Bears,"[0, 5]"
KT Wiz Suwon,Doosan Bears,"[2, 3]"
LG Twins,KIA Tigers,"[4, 14]"
Lotte Giants,Kiwoom Heroes,"[7, 8]"
NC Dinos,Samsung Lions,"[4, 5]"
SSG Landers,Hanwha Eagles,"[5, 8]"
KT Wiz Suwon,Doosan Bears,"[5, 4]"
LG Twins,KIA Tigers,"[0, 4]"
NC Dinos,Samsung Lions,"[3, 5]"
SSG Landers,Hanwha Eagles,"[1, 7]"
Lotte Giants,Kiwoom Heroes,"[5, 4]"
Hanwha Eagles,NC Dinos,"[3, 2]"
KT Wiz Suwon,Kiwoom Heroes,"[2, 3]"
LG Twins,SSG Landers,"[4, 3]"
Samsung Lions,Doosan Bears,"[3, 0]"
LG Twins,SSG Landers,"[1, 5]"
Samsung Lions,Doosan Bears,"[2, 5]"
KT Wiz Suwon,Kiwoom Heroes,"[5, 0]"
KIA Tigers,Lotte Giants,"[6, 5]"
Hanwha Eagles,NC Dinos,"[2, 8]"
KIA Tigers,Lotte Giants,"[6, 4]"
KT Wiz Suwon,Kiwoom Heroes,"[3, 2]"
LG Twins,SSG Landers,"[13, 3]"
SSG Landers,KT Wiz Suwon,"[6, 11]"
Samsung Lions,Lotte Giants,"[5, 3]"
NC Dinos,KIA Tigers,"[17, 4]"
Kiwoom Heroes,LG Twins,"[9, 3]"
Doosan Bears,Hanwha Eagles,"[4, 7]"
Doosan Bears,Hanwha Eagles,"[6, 7]"
Kiwoom Heroes,LG Twins,"[0, 7]"
NC Dinos,KIA Tigers,"[0, 2]"
Samsung Lions,Lotte Giants,"[3, 11]"
SSG Landers,KT Wiz Suwon,"[3, 9]"
Kiwoom Heroes,LG Twins,"[6, 4]"
Doosan Bears,Hanwha Eagles,"[1, 3]"
NC Dinos,KIA Tigers,"[8, 2]"
Samsung Lions,Lotte Giants,"[10, 5]"
SSG Landers,KT Wiz Suwon,"[4, 3]"
KIA Tigers,SSG Landers,"[10, 4]"
Kiwoom Heroes,Samsung Lions,"[0, 1]"
LG Twins,KT Wiz Suwon,"[6, 1]"
Lotte Giants,Hanwha Eagles,"[3, 1]"
NC Dinos,Doosan Bears,"[7, 13]"
KIA Tigers,SSG Landers,"[7, 6]"
Kiwoom Heroes,Samsung Lions,"[5, 9]"
LG Twins,KT Wiz Suwon,"[4, 8]"
Lotte Giants,Hanwha Eagles,"[0, 7]"
NC Dinos,Doosan Bears,"[1, 8]"
KIA Tigers,SSG Landers,"[4, 10]"
Kiwoom Heroes,Samsung Lions,"[0, 1]"
LG Twins,KT Wiz Suwon,"[7, 8]"
Lotte Giants,Hanwha Eagles,"[14, 11]"
NC Dinos,Doosan Bears,"[10, 2]"
Kiwoom Heroes,Lotte Giants,"[2, 8]"
KT Wiz Suwon,LG Twins,"[7, 11]"
SSG Landers,NC Dinos,"[2, 7]"
Samsung Lions,KIA Tigers,"[13, 15]"
Doosan Bears,Lotte Giants,"[4, 7]"
Hanwha Eagles,KT Wiz Suwon,"[2, 6]"
Doosan Bears,Lotte Giants,"[3, 4]"
Samsung Lions,KIA Tigers,"[5, 6]"
SSG Landers,NC Dinos,"[2, 8]"
NC Dinos,Kiwoom Heroes,"[11, 5]"
Samsung Lions,Lotte Giants,"[5, 1]"
Hanwha Eagles,Doosan Bears,"[7, 1]"
KIA Tigers,LG Twins,"[7, 5]"
KIA Tigers,Hanwha Eagles,"[4, 5]"
Lotte Giants,KT Wiz Suwon,"[7, 5]"
NC Dinos,Kiwoom Heroes,"[13, 6]"
LG Twins,SSG Landers,"[5, 0]"
Samsung Lions,Doosan Bears,"[7, 3]"
LG Twins,SSG Landers,"[2, 4]"
Lotte Giants,KT Wiz Suwon,"[2, 12]"
NC Dinos,Kiwoom Heroes,"[7, 12]"
KIA Tigers,Hanwha Eagles,"[4, 3]"
KIA Tigers,Kiwoom Heroes,"[14, 0]"
LG Twins,Hanwha Eagles,"[1, 3]"
NC Dinos,KT Wiz Suwon,"[3, 9]"
Lotte Giants,Samsung Lions,"[2, 7]"
LG Twins,Hanwha Eagles,"[9, 3]"
Lotte Giants,SSG Landers,"[1, 1]"
KT Wiz Suwon,Doosan Bears,"[2, 12]"
Samsung Lions,NC Dinos,"[1, 9]"
KIA Tigers,Kiwoom Heroes,"[6, 2]"
Samsung Lions,NC Dinos,"[10, 2]"
Lotte Giants,SSG Landers,"[6, 11]"
LG Twins,Hanwha Eagles,"[14, 3]"
KIA Tigers,Kiwoom Heroes,"[5, 2]"
KT Wiz Suwon,NC Dinos,"[11, 8]"
SSG Landers,Hanwha Eagles,"[5, 0]"
Kiwoom Heroes,Doosan Bears,"[7, 1]"
LG Twins,Lotte Giants,"[1, 2]"
KT Wiz Suwon,NC Dinos,"[2, 1]"
Hanwha Eagles,Samsung Lions,"[1, 10]"
LG Twins,Kiwoom Heroes,"[5, 9]"
SSG Landers,Lotte Giants,"[2, 10]"
KIA Tigers,Lotte Giants,"[10, 0]"
KT Wiz Suwon,NC Dinos,"[10, 4]"
Samsung Lions,Hanwha Eagles,"[7, 1]"
Lotte Giants,Hanwha Eagles,"[4, 8]"
Lotte Giants,Hanwha Eagles,"[12, 9]"
SSG Landers,Samsung Lions,"[11, 9]"
KIA Tigers,Kiwoom Heroes,"[3, 2]"
NC Dinos,LG Twins,"[7, 10]"
Doosan Bears,KT Wiz Suwon,"[2, 1]"
SSG Landers,Samsung Lions,"[14, 9]"
KIA Tigers,Kiwoom Heroes,"[5, 10]"
Lotte Giants,Hanwha Eagles,"[16, 9]"
NC Dinos,LG Twins,"[4, 1]"
Doosan Bears,Kiwoom Heroes,"[5, 4]"
KT Wiz Suwon,KIA Tigers,"[5, 11]"
NC Dinos,Hanwha Eagles,"[1, 4]"
Lotte Giants,LG Twins,"[7, 3]"
Doosan Bears,Samsung Lions,"[8, 4]"
Kiwoom Heroes,KT Wiz Suwon,"[2, 4]"
SSG Landers,KIA Tigers,"[2, 0]"
NC Dinos,Hanwha Eagles,"[5, 2]"
Lotte Giants,LG Twins,"[3, 5]"
KT Wiz Suwon,Samsung Lions,"[6, 8]"
SSG Landers,Kiwoom Heroes,"[8, 6]"
Lotte Giants,LG Twins,"[4, 7]"
Doosan Bears,KIA Tigers,"[9, 4]"
KT Wiz Suwon,Samsung Lions,"[12, 5]"
NC Dinos,Hanwha Eagles,"[6, 7]"
LG Twins,Doosan Bears,"[7, 14]"
LG Twins,Doosan Bears,"[2, 0]"
KT Wiz Suwon,SSG Landers,"[1, 4]"
Samsung Lions,Kiwoom Heroes,"[9, 8]"
LG Twins,Doosan Bears,"[9, 5]"
Hanwha Eagles,Lotte Giants,"[8, 4]"
KT Wiz Suwon,SSG Landers,"[2, 6]"
Hanwha Eagles,Lotte Giants,"[2, 3]"
KIA Tigers,Samsung Lions,"[5, 3]"
Doosan Bears,SSG Landers,"[8, 4]"
KT Wiz Suwon,Lotte Giants,"[5, 1]"
KIA Tigers,Samsung Lions,"[7, 1]"
Doosan Bears,NC Dinos,"[10, 5]"
SSG Landers,LG Twins,"[5, 14]"
Kiwoom Heroes,Hanwha Eagles,"[5, 4]"
NC Dinos,SSG Landers,"[2, 8]"
KIA Tigers,Lotte Giants,"[2, 5]"
Samsung Lions,Kiwoom Heroes,"[6, 3]"
LG Twins,Hanwha Eagles,"[2, 4]"
LG Twins,Kiwoom Heroes,"[6, 3]"
NC Dinos,SSG Landers,"[1, 10]"
Lotte Giants,Doosan Bears,"[3, 4]"
KT Wiz Suwon,Kiwoom Heroes,"[8, 7]"
Hanwha Eagles,KIA Tigers,"[8, 0]"
Lotte Giants,NC Dinos,"[13, 6]"
KT Wiz Suwon,Kiwoom Heroes,"[10, 7]"
Hanwha Eagles,SSG Landers,"[2, 6]"
Lotte Giants,KIA Tigers,"[8, 12]"
NC Dinos,Doosan Bears,"[3, 4]"
Samsung Lions,LG Twins,"[4, 11]"
Hanwha Eagles,NC Dinos,"[2, 7]"
SSG Landers,Kiwoom Heroes,"[7, 2]"
KIA Tigers,NC Dinos,"[10, 5]"
NC Dinos,Lotte Giants,"[1, 5]"
KT Wiz Suwon,SSG Landers,"[4, 3]"
Doosan Bears,KT Wiz Suwon,"[0, 4]"
Doosan Bears,KT Wiz Suwon,"[0, 1]"
LG Twins,KT Wiz Suwon,"[2, 3]"
LG Twins,KT Wiz Suwon,"[7, 2]"
KT Wiz Suwon,LG Twins,"[5, 6]"
KT Wiz Suwon,LG Twins,"[6, 5]"
LG Twins,KT Wiz Suwon,"[4, 1]"
Samsung Lions,LG Twins,"[10, 4]"
Samsung Lions,LG Twins,"[10, 5]"
LG Twins,Samsung Lions,"[1, 0]"
LG Twins,Samsung Lions,"[0, 1]"
KIA Tigers,Samsung Lions,"[5, 1]"
KIA Tigers,Samsung Lions,"[8, 3]"
Samsung Lions,KIA Tigers,"[4, 2]"
Samsung Lions,KIA Tigers,"[2, 9]"
KIA Tigers,Samsung Lions,"[7, 5]"
