home,away,ft
Manitoba Moose,Toronto Marlies,"[0, 5]"
Providence Bruins,Springfield Thunderbirds,"[4, 0]"
Charlotte Checkers,Hartford Wolf Pack,"[0, 3]"
Chicago Wolves,Bakersfield Condors,"[3, 6]"
Hershey Bears,Rochester Americans,"[5, 4]"
Colorado Eagles,Coachella Valley Firebirds,"[2, 4]"
Texas Stars,Milwaukee Admirals,"[0, 4]"
Abbotsford Canucks,San Jose Barracuda,"[5, 4]"
Syracuse Crunch,Utica Comets,"[1, 2]"
Springfield Thunderbirds,Bridgeport Islanders,"[3, 4]"
Tucson Roadrunners,Henderson Silver Knights,"[3, 7]"
Ontario Reign,Calgary Wranglers,"[6, 1]"
Utica Comets,Bridgeport Islanders,"[7, 1]"
Iowa Wild,Charlotte Checkers,"[0, 4]"
Bakersfield Condors,Toronto Marlies,"[1, 3]"
Cleveland Monsters,Chicago Wolves,"[3, 1]"
Manitoba Moose,Grand Rapids Griffins,"[4, 5]"
Utica Comets,Wilkes-Barre/Scranton,"[5, 3]"
Hartford Wolf Pack,Laval Rocket,"[3, 4]"
Syracuse Crunch,Bridgeport Islanders,"[2, 5]"
Lehigh Valley Phantoms,Springfield Thunderbirds,"[1, 5]"
Providence Bruins,Rochester Americans,"[3, 0]"
Milwaukee Admirals,Charlotte Checkers,"[4, 1]"
Tucson Roadrunners,Abbotsford Canucks,"[2, 3]"
Henderson Silver Knights,Colorado Eagles,"[6, 3]"
Manitoba Moose,Grand Rapids Griffins,"[1, 2]"
Hartford Wolf Pack,Rochester Americans,"[3, 6]"
Wilkes-Barre/Scranton,Utica Comets,"[2, 1]"
Belleville Senators,Hershey Bears,"[3, 5]"
Lehigh Valley Phantoms,Bridgeport Islanders,"[2, 1]"
Calgary Wranglers,San Diego Gulls,"[7, 5]"
Ontario Reign,Coachella Valley Firebirds,"[3, 0]"
Tucson Roadrunners,Abbotsford Canucks,"[2, 6]"
Springfield Thunderbirds,Hartford Wolf Pack,"[4, 2]"
Wilkes-Barre/Scranton,Lehigh Valley Phantoms,"[5, 1]"
Iowa Wild,Texas Stars,"[3, 4]"
San Jose Barracuda,Toronto Marlies,"[4, 2]"
Coachella Valley Firebirds,Bakersfield Condors,"[2, 3]"
Iowa Wild,Charlotte Checkers,"[2, 4]"
Bridgeport Islanders,Lehigh Valley Phantoms,"[2, 9]"
Grand Rapids Griffins,Rockford IceHogs,"[4, 1]"
Rochester Americans,Utica Comets,"[7, 4]"
Wilkes-Barre/Scranton,Hershey Bears,"[9, 0]"
Chicago Wolves,Manitoba Moose,"[3, 1]"
Milwaukee Admirals,Texas Stars,"[2, 1]"
Bakersfield Condors,Henderson Silver Knights,"[4, 2]"
Coachella Valley Firebirds,Abbotsford Canucks,"[5, 2]"
Ontario Reign,Colorado Eagles,"[2, 4]"
San Diego Gulls,Toronto Marlies,"[3, 5]"
Utica Comets,Belleville Senators,"[1, 0]"
Laval Rocket,Hartford Wolf Pack,"[3, 1]"
Hershey Bears,Bridgeport Islanders,"[5, 4]"
Grand Rapids Griffins,Colorado Eagles,"[0, 2]"
Cleveland Monsters,Providence Bruins,"[2, 4]"
Charlotte Checkers,Wilkes-Barre/Scranton,"[3, 2]"
Rochester Americans,Syracuse Crunch,"[4, 1]"
Iowa Wild,Springfield Thunderbirds,"[1, 4]"
Milwaukee Admirals,Manitoba Moose,"[2, 3]"
Rockford IceHogs,Chicago Wolves,"[2, 3]"
Tucson Roadrunners,Ontario Reign,"[1, 2]"
Abbotsford Canucks,Calgary Wranglers,"[1, 5]"
San Diego Gulls,Toronto Marlies,"[1, 3]"
San Jose Barracuda,Henderson Silver Knights,"[6, 2]"
Charlotte Checkers,Wilkes-Barre/Scranton,"[2, 3]"
Iowa Wild,Springfield Thunderbirds,"[2, 7]"
Hershey Bears,Bridgeport Islanders,"[5, 4]"
Grand Rapids Griffins,Colorado Eagles,"[0, 6]"
Cleveland Monsters,Providence Bruins,"[3, 2]"
Chicago Wolves,Manitoba Moose,"[6, 0]"
Abbotsford Canucks,Calgary Wranglers,"[5, 1]"
Hartford Wolf Pack,Charlotte Checkers,"[0, 3]"
Syracuse Crunch,Utica Comets,"[2, 4]"
Toronto Marlies,Laval Rocket,"[2, 5]"
Rochester Americans,Belleville Senators,"[4, 0]"
Wilkes-Barre/Scranton,Bridgeport Islanders,"[3, 0]"
Milwaukee Admirals,Grand Rapids Griffins,"[3, 0]"
Texas Stars,Rockford IceHogs,"[6, 3]"
Henderson Silver Knights,Calgary Wranglers,"[5, 2]"
San Jose Barracuda,Tucson Roadrunners,"[3, 4]"
Manitoba Moose,Iowa Wild,"[1, 3]"
San Jose Barracuda,Tucson Roadrunners,"[5, 3]"
Bridgeport Islanders,Charlotte Checkers,"[5, 1]"
Milwaukee Admirals,Grand Rapids Griffins,"[4, 3]"
Hershey Bears,Syracuse Crunch,"[0, 5]"
Lehigh Valley Phantoms,Hartford Wolf Pack,"[2, 4]"
Springfield Thunderbirds,Providence Bruins,"[5, 2]"
Texas Stars,Rockford IceHogs,"[4, 3]"
Colorado Eagles,Abbotsford Canucks,"[5, 3]"
Bakersfield Condors,Chicago Wolves,"[4, 0]"
Manitoba Moose,Iowa Wild,"[7, 2]"
Cleveland Monsters,Rochester Americans,"[1, 5]"
Hershey Bears,Wilkes-Barre/Scranton,"[5, 4]"
Rockford IceHogs,Milwaukee Admirals,"[1, 3]"
Colorado Eagles,San Jose Barracuda,"[6, 3]"
Bakersfield Condors,Tucson Roadrunners,"[2, 3]"
Abbotsford Canucks,San Diego Gulls,"[3, 2]"
Belleville Senators,Laval Rocket,"[5, 0]"
Grand Rapids Griffins,Springfield Thunderbirds,"[1, 4]"
Manitoba Moose,Texas Stars,"[4, 2]"
Colorado Eagles,San Jose Barracuda,"[5, 2]"
Abbotsford Canucks,San Diego Gulls,"[1, 4]"
Henderson Silver Knights,Coachella Valley Firebirds,"[5, 4]"
Ontario Reign,Tucson Roadrunners,"[4, 1]"
Milwaukee Admirals,Springfield Thunderbirds,"[5, 4]"
Belleville Senators,Toronto Marlies,"[5, 3]"
Providence Bruins,Utica Comets,"[5, 1]"
Rochester Americans,Syracuse Crunch,"[1, 5]"
Manitoba Moose,Texas Stars,"[2, 4]"
Rockford IceHogs,Chicago Wolves,"[6, 3]"
Charlotte Checkers,Hartford Wolf Pack,"[4, 0]"
Bridgeport Islanders,Providence Bruins,"[0, 5]"
Iowa Wild,Grand Rapids Griffins,"[3, 2]"
Lehigh Valley Phantoms,Syracuse Crunch,"[4, 2]"
Chicago Wolves,Cleveland Monsters,"[1, 4]"
Rockford IceHogs,Springfield Thunderbirds,"[4, 3]"
Coachella Valley Firebirds,San Diego Gulls,"[3, 5]"
Abbotsford Canucks,Colorado Eagles,"[4, 1]"
Bakersfield Condors,San Jose Barracuda,"[3, 4]"
Manitoba Moose,Milwaukee Admirals,"[2, 1]"
Lehigh Valley Phantoms,Wilkes-Barre/Scranton,"[3, 4]"
Providence Bruins,Bridgeport Islanders,"[2, 4]"
Rochester Americans,Laval Rocket,"[2, 5]"
Chicago Wolves,Cleveland Monsters,"[2, 3]"
Henderson Silver Knights,Tucson Roadrunners,"[4, 7]"
San Diego Gulls,San Jose Barracuda,"[4, 2]"
Toronto Marlies,Laval Rocket,"[7, 2]"
Belleville Senators,Utica Comets,"[3, 0]"
Manitoba Moose,Milwaukee Admirals,"[1, 5]"
Abbotsford Canucks,Colorado Eagles,"[2, 1]"
Iowa Wild,Rockford IceHogs,"[2, 4]"
Grand Rapids Griffins,Lehigh Valley Phantoms,"[2, 5]"
Utica Comets,Belleville Senators,"[5, 2]"
Laval Rocket,Manitoba Moose,"[4, 5]"
Rochester Americans,Cleveland Monsters,"[4, 0]"
Springfield Thunderbirds,Hartford Wolf Pack,"[5, 3]"
San Diego Gulls,Abbotsford Canucks,"[5, 3]"
San Jose Barracuda,Ontario Reign,"[4, 6]"
Henderson Silver Knights,Bakersfield Condors,"[4, 3]"
Coachella Valley Firebirds,Tucson Roadrunners,"[5, 2]"
Chicago Wolves,Milwaukee Admirals,"[3, 1]"
Hartford Wolf Pack,Wilkes-Barre/Scranton,"[1, 4]"
Laval Rocket,Manitoba Moose,"[5, 1]"
Syracuse Crunch,Toronto Marlies,"[5, 0]"
Providence Bruins,Utica Comets,"[4, 2]"
Rochester Americans,Belleville Senators,"[6, 3]"
Rockford IceHogs,Iowa Wild,"[2, 1]"
Milwaukee Admirals,Henderson Silver Knights,"[6, 2]"
Bakersfield Condors,San Diego Gulls,"[1, 4]"
Charlotte Checkers,Hershey Bears,"[3, 1]"
Bridgeport Islanders,Utica Comets,"[2, 4]"
Hartford Wolf Pack,Providence Bruins,"[6, 5]"
Milwaukee Admirals,Henderson Silver Knights,"[2, 4]"
Syracuse Crunch,Laval Rocket,"[3, 2]"
Springfield Thunderbirds,Wilkes-Barre/Scranton,"[5, 3]"
Chicago Wolves,Iowa Wild,"[4, 1]"
Rockford IceHogs,Lehigh Valley Phantoms,"[4, 5]"
Texas Stars,Colorado Eagles,"[1, 6]"
Coachella Valley Firebirds,Calgary Wranglers,"[4, 1]"
Ontario Reign,San Jose Barracuda,"[1, 3]"
Tucson Roadrunners,Abbotsford Canucks,"[3, 2]"
Charlotte Checkers,Hershey Bears,"[0, 2]"
Chicago Wolves,Rockford IceHogs,"[4, 2]"
Coachella Valley Firebirds,San Jose Barracuda,"[5, 3]"
Texas Stars,Grand Rapids Griffins,"[4, 6]"
Milwaukee Admirals,Lehigh Valley Phantoms,"[5, 3]"
Toronto Marlies,Laval Rocket,"[4, 5]"
Bridgeport Islanders,Providence Bruins,"[1, 5]"
Rochester Americans,Wilkes-Barre/Scranton,"[5, 2]"
Iowa Wild,Chicago Wolves,"[6, 4]"
Texas Stars,Grand Rapids Griffins,"[5, 2]"
San Jose Barracuda,Bakersfield Condors,"[2, 3]"
Henderson Silver Knights,Coachella Valley Firebirds,"[2, 1]"
San Diego Gulls,Calgary Wranglers,"[4, 0]"
Belleville Senators,Manitoba Moose,"[5, 3]"
Syracuse Crunch,Wilkes-Barre/Scranton,"[0, 2]"
Lehigh Valley Phantoms,Bridgeport Islanders,"[5, 2]"
Calgary Wranglers,Abbotsford Canucks,"[3, 2]"
Tucson Roadrunners,Rockford IceHogs,"[5, 1]"
Colorado Eagles,Ontario Reign,"[4, 0]"
San Diego Gulls,Coachella Valley Firebirds,"[5, 6]"
Laval Rocket,Belleville Senators,"[4, 1]"
Cleveland Monsters,Charlotte Checkers,"[1, 4]"
Lehigh Valley Phantoms,Bridgeport Islanders,"[5, 3]"
Calgary Wranglers,Abbotsford Canucks,"[4, 8]"
San Jose Barracuda,Henderson Silver Knights,"[4, 1]"
Colorado Eagles,Ontario Reign,"[4, 0]"
Providence Bruins,Hartford Wolf Pack,"[5, 2]"
Hershey Bears,Lehigh Valley Phantoms,"[4, 0]"
Texas Stars,Chicago Wolves,"[4, 0]"
Manitoba Moose,Grand Rapids Griffins,"[5, 2]"
Charlotte Checkers,Springfield Thunderbirds,"[0, 3]"
Wilkes-Barre/Scranton,Belleville Senators,"[1, 4]"
Calgary Wranglers,Coachella Valley Firebirds,"[1, 6]"
Charlotte Checkers,Springfield Thunderbirds,"[5, 2]"
Hartford Wolf Pack,Bridgeport Islanders,"[6, 3]"
Hershey Bears,Belleville Senators,"[2, 6]"
Laval Rocket,Utica Comets,"[5, 1]"
Toronto Marlies,Cleveland Monsters,"[2, 4]"
Calgary Wranglers,Coachella Valley Firebirds,"[2, 8]"
Ontario Reign,Tucson Roadrunners,"[1, 4]"
Cleveland Monsters,Hershey Bears,"[0, 3]"
Hartford Wolf Pack,Wilkes-Barre/Scranton,"[1, 7]"
Laval Rocket,Rochester Americans,"[4, 3]"
Utica Comets,Syracuse Crunch,"[4, 1]"
Providence Bruins,Toronto Marlies,"[5, 2]"
Rockford IceHogs,Iowa Wild,"[4, 0]"
Milwaukee Admirals,Chicago Wolves,"[3, 1]"
Abbotsford Canucks,San Jose Barracuda,"[0, 3]"
Bakersfield Condors,Tucson Roadrunners,"[4, 5]"
Laval Rocket,Rochester Americans,"[2, 1]"
Manitoba Moose,Calgary Wranglers,"[6, 5]"
Cleveland Monsters,Hershey Bears,"[3, 4]"
Charlotte Checkers,Lehigh Valley Phantoms,"[4, 1]"
Henderson Silver Knights,Colorado Eagles,"[4, 3]"
Wilkes-Barre/Scranton,Belleville Senators,"[8, 3]"
Milwaukee Admirals,Iowa Wild,"[4, 1]"
Springfield Thunderbirds,Providence Bruins,"[2, 1]"
Chicago Wolves,Grand Rapids Griffins,"[5, 4]"
Rockford IceHogs,Texas Stars,"[4, 2]"
San Diego Gulls,Ontario Reign,"[5, 3]"
Bakersfield Condors,Tucson Roadrunners,"[3, 2]"
Charlotte Checkers,Lehigh Valley Phantoms,"[2, 3]"
Manitoba Moose,Calgary Wranglers,"[2, 3]"
Bridgeport Islanders,Springfield Thunderbirds,"[2, 5]"
Wilkes-Barre/Scranton,Syracuse Crunch,"[1, 5]"
Chicago Wolves,Texas Stars,"[4, 0]"
Henderson Silver Knights,Colorado Eagles,"[1, 5]"
Hartford Wolf Pack,Belleville Senators,"[4, 1]"
Tucson Roadrunners,Ontario Reign,"[2, 4]"
Abbotsford Canucks,Bakersfield Condors,"[6, 2]"
Toronto Marlies,Providence Bruins,"[4, 2]"
Grand Rapids Griffins,Hartford Wolf Pack,"[2, 1]"
Syracuse Crunch,Utica Comets,"[2, 1]"
Laval Rocket,Bridgeport Islanders,"[2, 5]"
Rochester Americans,Charlotte Checkers,"[3, 4]"
Tucson Roadrunners,Ontario Reign,"[2, 4]"
Abbotsford Canucks,Bakersfield Condors,"[2, 1]"
Coachella Valley Firebirds,Colorado Eagles,"[1, 4]"
Chicago Wolves,Manitoba Moose,"[4, 3]"
Belleville Senators,Bridgeport Islanders,"[6, 1]"
Syracuse Crunch,Springfield Thunderbirds,"[9, 4]"
Utica Comets,Laval Rocket,"[1, 4]"
Lehigh Valley Phantoms,Wilkes-Barre/Scranton,"[3, 1]"
Rockford IceHogs,Hartford Wolf Pack,"[4, 0]"
Texas Stars,Cleveland Monsters,"[4, 1]"
San Diego Gulls,Colorado Eagles,"[1, 3]"
Toronto Marlies,Charlotte Checkers,"[3, 1]"
Belleville Senators,Bridgeport Islanders,"[6, 1]"
Milwaukee Admirals,Hartford Wolf Pack,"[2, 4]"
Utica Comets,Laval Rocket,"[2, 3]"
Springfield Thunderbirds,Syracuse Crunch,"[3, 8]"
Texas Stars,Cleveland Monsters,"[5, 4]"
Rockford IceHogs,Grand Rapids Griffins,"[1, 3]"
Chicago Wolves,Hershey Bears,"[0, 5]"
Coachella Valley Firebirds,Henderson Silver Knights,"[1, 2]"
San Diego Gulls,Colorado Eagles,"[0, 3]"
Tucson Roadrunners,San Jose Barracuda,"[6, 3]"
Lehigh Valley Phantoms,Wilkes-Barre/Scranton,"[3, 5]"
Springfield Thunderbirds,Providence Bruins,"[1, 4]"
Toronto Marlies,Charlotte Checkers,"[2, 3]"
Iowa Wild,Manitoba Moose,"[6, 2]"
Milwaukee Admirals,Rockford IceHogs,"[2, 1]"
Chicago Wolves,Hershey Bears,"[2, 5]"
Abbotsford Canucks,Calgary Wranglers,"[1, 0]"
Texas Stars,Ontario Reign,"[5, 2]"
Colorado Eagles,Bakersfield Condors,"[3, 4]"
San Jose Barracuda,San Diego Gulls,"[4, 0]"
Laval Rocket,Toronto Marlies,"[3, 0]"
Utica Comets,Charlotte Checkers,"[4, 3]"
Lehigh Valley Phantoms,Milwaukee Admirals,"[6, 3]"
Springfield Thunderbirds,Hershey Bears,"[2, 4]"
Texas Stars,Ontario Reign,"[1, 4]"
Colorado Eagles,Bakersfield Condors,"[4, 3]"
Coachella Valley Firebirds,Henderson Silver Knights,"[1, 2]"
Grand Rapids Griffins,Rockford IceHogs,"[1, 4]"
Hartford Wolf Pack,Hershey Bears,"[4, 3]"
Belleville Senators,Toronto Marlies,"[3, 2]"
Lehigh Valley Phantoms,Syracuse Crunch,"[0, 3]"
Rochester Americans,Charlotte Checkers,"[1, 2]"
Springfield Thunderbirds,Milwaukee Admirals,"[1, 4]"
Wilkes-Barre/Scranton,Providence Bruins,"[2, 10]"
Chicago Wolves,Texas Stars,"[0, 3]"
Manitoba Moose,Abbotsford Canucks,"[2, 4]"
Calgary Wranglers,Coachella Valley Firebirds,"[3, 1]"
Henderson Silver Knights,San Diego Gulls,"[0, 4]"
Laval Rocket,Cleveland Monsters,"[6, 0]"
Henderson Silver Knights,San Diego Gulls,"[4, 2]"
Toronto Marlies,Belleville Senators,"[4, 2]"
Bridgeport Islanders,Springfield Thunderbirds,"[4, 1]"
Iowa Wild,Ontario Reign,"[4, 2]"
Syracuse Crunch,Rochester Americans,"[1, 4]"
Lehigh Valley Phantoms,Providence Bruins,"[1, 3]"
Grand Rapids Griffins,Rockford IceHogs,"[1, 2]"
Colorado Eagles,Tucson Roadrunners,"[6, 2]"
Bakersfield Condors,San Jose Barracuda,"[6, 8]"
Calgary Wranglers,Coachella Valley Firebirds,"[2, 4]"
Bridgeport Islanders,Wilkes-Barre/Scranton,"[2, 5]"
Belleville Senators,Cleveland Monsters,"[1, 2]"
Rochester Americans,Utica Comets,"[4, 3]"
Chicago Wolves,Texas Stars,"[2, 5]"
Iowa Wild,Ontario Reign,"[4, 7]"
Colorado Eagles,Tucson Roadrunners,"[5, 3]"
San Jose Barracuda,Bakersfield Condors,"[6, 3]"
Charlotte Checkers,Providence Bruins,"[6, 3]"
Milwaukee Admirals,Manitoba Moose,"[4, 1]"
Grand Rapids Griffins,Texas Stars,"[0, 4]"
Bridgeport Islanders,Hershey Bears,"[1, 4]"
Charlotte Checkers,Providence Bruins,"[5, 2]"
Belleville Senators,Cleveland Monsters,"[1, 5]"
Ontario Reign,Tucson Roadrunners,"[0, 3]"
Syracuse Crunch,Utica Comets,"[1, 0]"
Belleville Senators,Lehigh Valley Phantoms,"[3, 2]"
Laval Rocket,Toronto Marlies,"[4, 1]"
Rochester Americans,Bridgeport Islanders,"[6, 0]"
Springfield Thunderbirds,Iowa Wild,"[4, 0]"
Rockford IceHogs,Manitoba Moose,"[1, 2]"
Bakersfield Condors,Calgary Wranglers,"[8, 2]"
Henderson Silver Knights,Milwaukee Admirals,"[2, 3]"
San Diego Gulls,Tucson Roadrunners,"[5, 1]"
San Jose Barracuda,Abbotsford Canucks,"[1, 5]"
Charlotte Checkers,Wilkes-Barre/Scranton,"[3, 5]"
San Jose Barracuda,Abbotsford Canucks,"[1, 5]"
Cleveland Monsters,Texas Stars,"[1, 3]"
Laval Rocket,Lehigh Valley Phantoms,"[1, 3]"
Syracuse Crunch,Rochester Americans,"[2, 4]"
Utica Comets,Hershey Bears,"[4, 2]"
Providence Bruins,Hartford Wolf Pack,"[2, 1]"
Springfield Thunderbirds,Iowa Wild,"[4, 2]"
Rockford IceHogs,Manitoba Moose,"[5, 2]"
Henderson Silver Knights,Milwaukee Admirals,"[4, 1]"
Ontario Reign,Colorado Eagles,"[2, 1]"
San Diego Gulls,Calgary Wranglers,"[3, 1]"
Bakersfield Condors,Tucson Roadrunners,"[3, 2]"
Charlotte Checkers,Wilkes-Barre/Scranton,"[5, 2]"
Providence Bruins,Springfield Thunderbirds,"[2, 3]"
Chicago Wolves,Coachella Valley Firebirds,"[0, 4]"
Toronto Marlies,Bridgeport Islanders,"[4, 5]"
Hershey Bears,Utica Comets,"[4, 7]"
Ontario Reign,Colorado Eagles,"[5, 4]"
Manitoba Moose,Laval Rocket,"[2, 3]"
Texas Stars,Iowa Wild,"[1, 4]"
Tucson Roadrunners,Calgary Wranglers,"[3, 2]"
Bakersfield Condors,Abbotsford Canucks,"[1, 2]"
Bridgeport Islanders,Lehigh Valley Phantoms,"[1, 4]"
Belleville Senators,Syracuse Crunch,"[2, 5]"
Grand Rapids Griffins,Chicago Wolves,"[3, 4]"
Rochester Americans,Springfield Thunderbirds,"[4, 2]"
Manitoba Moose,Laval Rocket,"[1, 3]"
Texas Stars,Iowa Wild,"[2, 6]"
Tucson Roadrunners,Calgary Wranglers,"[3, 4]"
Coachella Valley Firebirds,Colorado Eagles,"[1, 3]"
San Diego Gulls,Abbotsford Canucks,"[3, 6]"
San Jose Barracuda,Ontario Reign,"[2, 3]"
Belleville Senators,Rochester Americans,"[5, 0]"
Cleveland Monsters,Wilkes-Barre/Scranton,"[7, 1]"
Grand Rapids Griffins,Rockford IceHogs,"[8, 3]"
Syracuse Crunch,Toronto Marlies,"[4, 1]"
Utica Comets,Springfield Thunderbirds,"[5, 2]"
Lehigh Valley Phantoms,Hershey Bears,"[1, 2]"
Providence Bruins,Charlotte Checkers,"[4, 0]"
Iowa Wild,San Diego Gulls,"[4, 2]"
Colorado Eagles,San Jose Barracuda,"[3, 6]"
Henderson Silver Knights,Coachella Valley Firebirds,"[1, 3]"
Calgary Wranglers,Ontario Reign,"[3, 1]"
Bridgeport Islanders,Charlotte Checkers,"[2, 5]"
Utica Comets,Providence Bruins,"[6, 4]"
Belleville Senators,Rochester Americans,"[0, 4]"
Cleveland Monsters,Wilkes-Barre/Scranton,"[3, 0]"
Rockford IceHogs,Grand Rapids Griffins,"[5, 7]"
Texas Stars,Milwaukee Admirals,"[1, 2]"
Henderson Silver Knights,Coachella Valley Firebirds,"[4, 1]"
Colorado Eagles,San Jose Barracuda,"[3, 1]"
Tucson Roadrunners,Bakersfield Condors,"[4, 2]"
Manitoba Moose,Chicago Wolves,"[2, 3]"
Calgary Wranglers,Ontario Reign,"[2, 3]"
Iowa Wild,San Diego Gulls,"[5, 1]"
Hershey Bears,Hartford Wolf Pack,"[2, 1]"
Texas Stars,Milwaukee Admirals,"[1, 3]"
Abbotsford Canucks,Laval Rocket,"[4, 3]"
Tucson Roadrunners,Bakersfield Condors,"[5, 2]"
Bridgeport Islanders,Hartford Wolf Pack,"[2, 3]"
Cleveland Monsters,Grand Rapids Griffins,"[4, 3]"
Rochester Americans,Belleville Senators,"[2, 4]"
Iowa Wild,Milwaukee Admirals,"[0, 5]"
Henderson Silver Knights,Bakersfield Condors,"[2, 4]"
Syracuse Crunch,Lehigh Valley Phantoms,"[2, 1]"
Grand Rapids Griffins,Texas Stars,"[5, 2]"
Hartford Wolf Pack,Providence Bruins,"[2, 6]"
Rochester Americans,Laval Rocket,"[2, 4]"
Springfield Thunderbirds,Belleville Senators,"[2, 4]"
Wilkes-Barre/Scranton,Hershey Bears,"[2, 4]"
Manitoba Moose,Iowa Wild,"[1, 3]"
Rockford IceHogs,Tucson Roadrunners,"[6, 3]"
Colorado Eagles,Henderson Silver Knights,"[2, 0]"
Bakersfield Condors,San Diego Gulls,"[5, 0]"
San Jose Barracuda,Ontario Reign,"[4, 1]"
Cleveland Monsters,Toronto Marlies,"[1, 4]"
Charlotte Checkers,Utica Comets,"[1, 3]"
Wilkes-Barre/Scranton,Springfield Thunderbirds,"[4, 1]"
Milwaukee Admirals,Chicago Wolves,"[5, 3]"
Syracuse Crunch,Laval Rocket,"[1, 2]"
Grand Rapids Griffins,Texas Stars,"[1, 4]"
Bridgeport Islanders,Hartford Wolf Pack,"[3, 5]"
Lehigh Valley Phantoms,Hershey Bears,"[5, 1]"
Coachella Valley Firebirds,Bakersfield Condors,"[4, 2]"
San Jose Barracuda,Ontario Reign,"[0, 4]"
Abbotsford Canucks,Calgary Wranglers,"[1, 3]"
Charlotte Checkers,Utica Comets,"[6, 3]"
Bridgeport Islanders,Wilkes-Barre/Scranton,"[2, 5]"
Chicago Wolves,Texas Stars,"[1, 3]"
Milwaukee Admirals,Rockford IceHogs,"[2, 1]"
Hartford Wolf Pack,Charlotte Checkers,"[2, 3]"
Laval Rocket,Belleville Senators,"[1, 2]"
Utica Comets,Toronto Marlies,"[2, 6]"
Rochester Americans,Cleveland Monsters,"[4, 1]"
Wilkes-Barre/Scranton,Providence Bruins,"[2, 3]"
Rockford IceHogs,Grand Rapids Griffins,"[1, 2]"
Iowa Wild,Chicago Wolves,"[1, 3]"
Bakersfield Condors,Abbotsford Canucks,"[1, 2]"
Ontario Reign,Colorado Eagles,"[4, 2]"
San Diego Gulls,Henderson Silver Knights,"[0, 4]"
Calgary Wranglers,San Jose Barracuda,"[3, 8]"
Laval Rocket,Belleville Senators,"[5, 1]"
Utica Comets,Syracuse Crunch,"[2, 3]"
Hershey Bears,Wilkes-Barre/Scranton,"[4, 2]"
Hartford Wolf Pack,Bridgeport Islanders,"[4, 1]"
Lehigh Valley Phantoms,Cleveland Monsters,"[7, 3]"
Rochester Americans,Toronto Marlies,"[0, 3]"
Springfield Thunderbirds,Charlotte Checkers,"[2, 4]"
Milwaukee Admirals,Chicago Wolves,"[5, 0]"
Rockford IceHogs,Grand Rapids Griffins,"[4, 1]"
Texas Stars,Manitoba Moose,"[5, 3]"
Coachella Valley Firebirds,Abbotsford Canucks,"[1, 4]"
Tucson Roadrunners,Colorado Eagles,"[2, 3]"
Ontario Reign,San Diego Gulls,"[2, 1]"
Bakersfield Condors,Henderson Silver Knights,"[5, 3]"
Wilkes-Barre/Scranton,Cleveland Monsters,"[3, 0]"
Hershey Bears,Lehigh Valley Phantoms,"[3, 4]"
Syracuse Crunch,Utica Comets,"[2, 3]"
Providence Bruins,Bridgeport Islanders,"[3, 2]"
Springfield Thunderbirds,Charlotte Checkers,"[0, 5]"
Chicago Wolves,Rockford IceHogs,"[5, 0]"
Texas Stars,Manitoba Moose,"[0, 1]"
Henderson Silver Knights,Bakersfield Condors,"[2, 8]"
Ontario Reign,Abbotsford Canucks,"[3, 5]"
Tucson Roadrunners,Colorado Eagles,"[7, 4]"
Calgary Wranglers,San Jose Barracuda,"[4, 0]"
Providence Bruins,Springfield Thunderbirds,"[1, 2]"
Wilkes-Barre/Scranton,Lehigh Valley Phantoms,"[2, 5]"
Abbotsford Canucks,Tucson Roadrunners,"[4, 3]"
Abbotsford Canucks,Tucson Roadrunners,"[1, 4]"
Ontario Reign,San Jose Barracuda,"[0, 2]"
Lehigh Valley Phantoms,Wilkes-Barre/Scranton,"[3, 2]"
Rochester Americans,Syracuse Crunch,"[3, 2]"
Rockford IceHogs,Chicago Wolves,"[5, 0]"
Coachella Valley Firebirds,Calgary Wranglers,"[2, 0]"
Ontario Reign,San Jose Barracuda,"[1, 2]"
Abbotsford Canucks,Tucson Roadrunners,"[5, 0]"
Rochester Americans,Syracuse Crunch,"[4, 0]"
Providence Bruins,Springfield Thunderbirds,"[5, 1]"
Grand Rapids Griffins,Texas Stars,"[0, 4]"
Cleveland Monsters,Laval Rocket,"[2, 3]"
Hershey Bears,Lehigh Valley Phantoms,"[3, 0]"
Syracuse Crunch,Rochester Americans,"[0, 4]"
Coachella Valley Firebirds,Abbotsford Canucks,"[1, 3]"
Cleveland Monsters,Laval Rocket,"[0, 4]"
Hershey Bears,Lehigh Valley Phantoms,"[1, 3]"
Providence Bruins,Charlotte Checkers,"[1, 5]"
San Jose Barracuda,Colorado Eagles,"[3, 6]"
Milwaukee Admirals,Rockford IceHogs,"[1, 6]"
Laval Rocket,Cleveland Monsters,"[1, 3]"
Lehigh Valley Phantoms,Hershey Bears,"[4, 2]"
Providence Bruins,Charlotte Checkers,"[0, 2]"
Grand Rapids Griffins,Texas Stars,"[2, 4]"
Laval Rocket,Cleveland Monsters,"[4, 1]"
Charlotte Checkers,Providence Bruins,"[2, 3]"
Rockford IceHogs,Milwaukee Admirals,"[2, 6]"
Colorado Eagles,San Jose Barracuda,"[3, 1]"
Abbotsford Canucks,Coachella Valley Firebirds,"[3, 1]"
Lehigh Valley Phantoms,Hershey Bears,"[4, 6]"
Rockford IceHogs,Milwaukee Admirals,"[2, 3]"
Abbotsford Canucks,Coachella Valley Firebirds,"[2, 0]"
Charlotte Checkers,Providence Bruins,"[5, 2]"
